,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
0,0,25,(87+14j),87,14,88.11923740024082,9.0,36,9.0
1,0,25,(89-23j),89,-23,91.92388155425118,9.25,37,9.25
2,0,25,(76-63j),76,-63,98.71676655968832,9.5,38,9.5
3,0,25,(50-89j),50,-89,102.08329931972223,9.75,39,9.75
12,0,25,(-73+38j),-73,38,82.29823813423954,15.0,60,15.0
13,0,25,(-77+47j),-77,47,90.21086409075129,15.25,61,15.25
14,0,25,(-63+68j),-63,68,92.69843580125827,15.5,62,15.5
15,0,25,(-27+91j),-27,91,94.92101980067429,15.75,63,15.75
24,0,25,(49-73j),49,-73,87.92041856133307,21.0,84,21.0
25,0,25,(46-82j),46,-82,94.02127418834527,21.25,85,21.25
26,0,25,(19-91j),19,-91,92.9623579735368,21.5,86,21.5
27,0,25,(-19-93j),-19,-93,94.92101980067429,21.75,87,21.75
36,0,25,(-16+80j),-16,80,81.58431221748455,27.0,108,27.0
37,0,25,(-10+87j),-10,87,87.5728268357257,27.25,109,27.25
38,0,25,(16+87j),16,87,88.45903006477066,27.5,110,27.5
39,0,25,(57+70j),57,70,90.27181176868004,27.75,111,27.75
48,0,25,(-19-89j),-19,-89,91.00549433962765,33.0,132,33.0
49,0,25,(-25-92j),-25,-92,95.33624704172071,33.25,133,33.25
50,0,25,(-48-81j),-48,-81,94.15412895885129,33.5,134,33.5
51,0,25,(-75-57j),-75,-57,94.2019108086455,33.75,135,33.75
60,0,25,(40+76j),40,76,85.88364221433555,39.0,156,39.0
61,0,25,(51+79j),51,79,94.03190947758107,39.25,157,39.25
62,0,25,(75+58j),75,58,94.81033698917012,39.5,158,39.5
63,0,25,(94+20j),94,20,96.1041102138717,39.75,159,39.75
72,0,25,(-74-46j),-74,-46,87.13208364316786,45.0,180,45.0
73,0,25,(-84-41j),-84,-41,93.47192091746055,45.25,181,45.25
74,0,25,(-92-16j),-92,-16,93.38094023943002,45.5,182,45.5
75,0,25,(-93+27j),-93,27,96.84007434941384,45.75,183,45.75
84,0,25,(87+33j),87,33,93.04837451562494,51.0,204,51.0
85,0,25,(97+26j),97,26,100.42410069301094,51.25,205,51.25
86,0,25,(96-9j),96,-9,96.42095207992918,51.5,206,51.5
87,0,25,(80-51j),80,-51,94.87360012142472,51.75,207,51.75
96,0,25,(-87+10j),-87,10,87.5728268357257,57.0,228,57.0
97,0,25,(-96+17j),-96,17,97.49358953285082,57.25,229,57.25
98,0,25,(-89+45j),-89,45,99.72963451251589,57.5,230,57.5
99,0,25,(-57+83j),-57,83,100.68763578513501,57.75,231,57.75
108,0,25,(67-58j),67,-58,88.61715409558128,63.0,252,63.0
109,0,25,(63-67j),63,-67,91.96738552334735,63.25,253,63.25
110,0,25,(38-82j),38,-82,90.37698822156003,63.5,254,63.5
111,0,25,(5-93j),5,-93,93.13431161500041,63.75,255,63.75
120,0,25,(-52+73j),-52,73,89.62700485902673,69.0,276,69.0
121,0,25,(-46+82j),-46,82,94.02127418834527,69.25,277,69.25
122,0,25,(-21+90j),-21,90,92.41753080449618,69.5,278,69.5
123,0,25,(22+91j),22,91,93.62157870918435,69.75,279,69.75
132,0,25,(20-88j),20,-88,90.24411338142782,75.0,300,75.0
133,0,25,(19-95j),19,-95,96.88137075826292,75.25,301,75.25
134,0,25,(-8-93j),-8,-93,93.34345183246653,75.5,302,75.5
135,0,25,(-49-79j),-49,-79,92.9623579735368,75.75,303,75.75
144,0,25,(22+87j),22,87,89.73850901368932,81.0,324,81.0
145,0,25,(32+89j),32,89,94.57801012920498,81.25,325,81.25
146,0,25,(59+74j),59,74,94.64142856064674,81.5,326,81.5
147,0,25,(85+47j),85,47,97.12878049270464,81.75,327,81.75
156,0,25,(-53-73j),-53,-73,90.21086409075129,87.0,348,87.0
157,0,25,(-66-71j),-66,-71,96.93812459502195,87.25,349,87.25
158,0,25,(-84-46j),-84,-46,95.77055915050303,87.5,350,87.5
159,0,25,(-94+0j),-94,0,94.0,87.75,351,87.75
168,0,25,(71+50j),71,50,86.83893136145792,93.0,372,93.0
169,0,25,(79+48j),79,48,92.43916918709297,93.25,373,93.25
170,0,25,(92+23j),92,23,94.83142938920619,93.5,374,93.5
171,0,25,(96-15j),96,-15,97.16480844420988,93.75,375,93.75
180,0,25,(-89-24j),-89,-24,92.17917335276988,99.0,396,99.0
181,0,25,(-96-12j),-96,-12,96.74709297958259,99.25,397,99.25
182,0,25,(-93+18j),-93,18,94.72592042308166,99.5,398,99.5
183,0,25,(-73+61j),-73,61,95.13148795220224,99.75,399,99.75
192,0,25,(87-18j),87,-18,88.84255736976509,105.0,420,105.0
193,0,25,(88-25j),88,-25,91.48223871331527,105.25,421,105.25
194,0,25,(76-50j),76,-50,90.97252332435328,105.5,422,105.5
195,0,25,(50-80j),50,-80,94.33981132056604,105.75,423,105.75
204,0,25,(-75+51j),-75,51,90.69729874698585,111.0,444,111.0
205,0,25,(-74+64j),-74,64,97.83659846908007,111.25,445,111.25
206,0,25,(-49+83j),-49,83,96.38464608017192,111.5,446,111.5
207,0,25,(-12+94j),-12,94,94.76286192385707,111.75,447,111.75
216,0,25,(43-77j),43,-77,88.19297024139736,117.0,468,117.0
