,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
8,0,29,(-70+344j),-70,344,351.04985400937,13.0,52,13.0
9,0,29,(99+358j),99,358,371.43640101637857,13.25,53,13.25
10,0,29,(219+273j),219,273,349.9857139941572,13.5,54,13.5
11,0,29,(287+160j),287,160,328.58636612008115,13.75,55,13.75
20,0,29,(98-336j),98,-336,350.0,19.0,76,19.0
21,0,29,(-61-361j),-61,-361,366.1174674882366,19.25,77,19.25
22,0,29,(-201-282j),-201,-282,346.30189141845585,19.5,78,19.5
23,0,29,(-286-171j),-286,-171,333.2221481234403,19.75,79,19.75
32,0,29,(-112+326j),-112,326,344.70277051396033,25.0,100,25.0
33,0,29,(49+364j),49,364,367.28326942565735,25.25,101,25.25
34,0,29,(195+304j),195,304,361.16616674323194,25.5,102,25.5
35,0,29,(290+182j),290,182,342.3799059524376,25.75,103,25.75
44,0,29,(111-326j),111,-326,344.379151517626,31.0,124,31.0
45,0,29,(-61-358j),-61,-358,363.1597444651596,31.25,125,31.25
46,0,29,(-182-297j),-182,-297,348.3288675949784,31.5,126,31.5
47,0,29,(-275-180j),-275,-180,328.6715685908959,31.75,127,31.75
56,0,29,(-167+321j),-167,321,361.8425071768103,37.0,148,37.0
57,0,29,(-5+377j),-5,377,377.0331550407736,37.25,149,37.25
58,0,29,(140+318j),140,318,347.45359402372,37.5,150,37.5
59,0,29,(243+217j),243,217,325.7882748043582,37.75,151,37.75
68,0,29,(129-325j),129,-325,349.665554494577,43.0,172,43.0
69,0,29,(-17-369j),-17,-369,369.39139134527755,43.25,173,43.25
70,0,29,(-159-318j),-159,-318,355.53480842246654,43.5,174,43.5
71,0,29,(-255-218j),-255,-218,335.4832335601885,43.75,175,43.75
80,0,29,(-169+323j),-169,323,364.5408070436011,49.0,196,49.0
81,0,29,(-26+377j),-26,377,377.89548819746443,49.25,197,49.25
82,0,29,(124+331j),124,331,353.46428390998716,49.5,198,49.5
83,0,29,(243+226j),243,226,331.85087012090236,49.75,199,49.75
92,0,29,(170-326j),170,-326,367.66288907095316,55.0,220,55.0
93,0,29,(-8-373j),-8,-373,373.08578102093355,55.25,221,55.25
94,0,29,(-149-325j),-149,-325,357.5276213105779,55.5,222,55.5
95,0,29,(-263-218j),-263,-218,341.603571409902,55.75,223,55.75
104,0,29,(-178+299j),-178,299,347.9727000786125,61.0,244,61.0
105,0,29,(-14+378j),-14,378,378.2591704109763,61.25,245,61.25
106,0,29,(138+344j),138,344,370.64808106882197,61.5,246,61.5
107,0,29,(242+259j),242,259,354.4643846707311,61.75,247,61.75
116,0,29,(192-299j),192,-299,355.33786738820845,67.0,268,67.0
117,0,29,(53-369j),53,-369,372.7868023414992,67.25,269,67.25
118,0,29,(-99-342j),-99,-342,356.0407280073447,67.5,270,67.5
119,0,29,(-212-263j),-212,-263,337.80615743351984,67.75,271,67.75
128,0,29,(-214+292j),-214,292,362.0220987729893,73.0,292,73.0
129,0,29,(-81+376j),-81,376,384.62579216688005,73.25,293,73.25
130,0,29,(75+352j),75,352,359.9013753794225,73.5,294,73.5
131,0,29,(209+266j),209,266,338.28538248053223,73.75,295,73.75
140,0,29,(219-272j),219,-272,349.20624278497655,79.0,316,79.0
141,0,29,(70-363j),70,-363,369.68770604389863,79.25,317,79.25
142,0,29,(-69-346j),-69,-346,352.8129816205747,79.5,318,79.5
143,0,29,(-206-265j),-206,-265,335.65011544761904,79.75,319,79.75
