pkt,Channel,ant_info,phi_info,mag_info,theta_info,time_stamp
10,31,(-129+24j),-79.46081627137177,131.21356637177422,-0.6621882105380998,1626.0
10,31,(-113+68j),-58.96173664449719,131.88252348207476,-0.4913538279832849,1626.25
10,31,(-79+106j),-36.69653726863695,132.20060514233663,-0.30580592915156435,1626.5
10,31,(-36+126j),-15.945395900922856,131.04197800704932,-0.13287841828942912,1626.75
10,31,(124-33j),104.90265423903114,128.3160161476345,0.8742227060150997,1628.0
10,31,(110-74j),123.92979742206064,132.5745073534124,1.0328042425780715,1628.25
10,31,(92-90j),134.37040139158975,128.70120434556935,1.119824637659838,1628.5
10,31,(75-83j),137.89857679928173,111.8659912573969,1.1492318646594435,1628.75
10,31,(-41-67j),-148.53585636913425,78.54934754662193,-1.2378951072006816,1630.0
10,31,(-66-52j),-128.23382517744693,84.02380615040002,-1.0686771732533653,1630.25
10,31,(-81-21j),-104.53445508054013,83.67795408588812,-0.8711540237459076,1630.5
10,31,(-79+15j),-79.24903300681196,80.4114419718985,-0.6604232324388887,1630.75
10,31,(52+73j),35.463364241540596,89.62700485902673,0.29552934574876555,1632.0
10,31,(74+41j),61.01117747880846,84.59905436823747,0.5084331517170565,1632.25
10,31,(77-9j),96.66665989090137,77.52418977325722,0.8055820407775969,1632.5
10,31,(60-57j),133.5311992856142,82.75868534480233,1.1128299591888637,1632.75
10,31,(-114-6j),-93.01278750418335,114.15778554264269,-0.7751302066733962,1634.0
10,31,(-108+40j),-69.67686317033706,115.16944039110375,-0.5806504654858348,1634.25
10,31,(-79+82j),-43.93250031625979,113.86395390991831,-0.36610666059907004,1634.5
10,31,(-34+107j),-17.628019367819636,112.27199116431488,-0.1469003223413102,1634.75
10,31,(107-7j),93.74298829568714,107.22872749408155,0.781215774541669,1636.0
10,31,(92-50j),118.52311860631202,104.70912090166739,0.9877415796250969,1636.25
10,31,(57-85j),146.15465973892833,102.34256201600583,1.2180472435988383,1636.5
10,31,(9-103j),175.00625601417659,103.39245620450265,1.4585429909246397,1636.75
10,31,(-105+73j),-55.19150185002769,127.88275880665071,-0.4599341216516534,1638.0
10,31,(-62+110j),-29.407189060733653,126.26955294131677,-0.2450606560170804,1638.25
10,31,(-17+125j),-7.744710546422914,126.15070352558483,-0.06453926820173023,1638.5
10,31,(35+122j),16.007404296099843,126.92123541787639,0.13339515631096008,1638.75
10,31,(84-90j),136.97493401088198,123.10970717209915,1.1415333031879396,1640.0
10,31,(51-118j),156.62583563495178,128.5496013218244,1.3053282118925904,1640.25
10,31,(29-120j),166.4140087921111,123.45444503945575,1.3869188456542458,1640.5
10,31,(23-106j),167.7576688011256,108.4665847162157,1.3981193202356037,1640.75
10,31,(-67-37j),-118.90918365114784,76.53757247260981,-0.9909592680197855,1642.0
10,31,(-77-5j),-93.71528910542877,77.1621668954417,-0.7809849265046725,1642.25
10,31,(-73+27j),-69.70243022777132,77.83315488916018,-0.5808635352431893,1642.5
10,31,(-56+57j),-44.492970939085225,79.90619500389191,-0.37077734569387927,1642.75
10,31,(74+34j),65.32313682966296,81.43709228600933,0.5443676634783307,1644.0
10,31,(81+4j),87.17287542183873,81.09870529176159,0.7264600926579915,1644.25
10,31,(64-38j),120.69972255081441,74.43117626371358,1.0058826912967402,1644.5
10,31,(27-73j),159.70243022777132,77.83315488916018,1.3309732867842186,1644.75
10,31,(-98+50j),-62.96913974015701,110.01818031580054,-0.5247501671696224,1646.0
10,31,(-68+87j),-38.01151027001653,110.42191811411355,-0.316764199239987,1646.25
10,31,(-36+107j),-18.59544078275663,112.89375536317321,-0.15496219544413384,1646.5
10,31,(5+114j),2.5113632671630777,114.10959644131601,0.020928027691718268,1646.75
