pkt,channel,phi_ant1,phi_ant2,phi_ant3,t_ant1,t_ant2,t_ant3,meg_ant1,meg_ant2,meg_ant3
0,15,-119.5853945007498,171.5156778650296,-165.19162296095757,98.75,98.0,98.25,178.23860412379804,183.00273222004088,179.97777640586628
0,15,97.46056612616836,-2.9953032876027468,25.12495781528183,100.75,100.0,100.25,169.43435306926398,172.2353041626484,160.15305179733542
0,15,-63.577475343648594,-132.12656150240647,-110.92450174492114,102.75,102.0,102.25,179.78042162593792,183.3712082089225,182.0027472320129
0,15,59.127916636919686,52.29419630854086,62.504472726843616,104.75,104.0,104.25,214.37350582569667,178.21896644296868,192.77447963877376
0,15,-139.88840094812477,149.03624346792645,170.66500153686178,106.75,106.0,106.25,215.7452201092761,227.40712389896672,221.93918085818012
0,15,82.1998121158183,-23.73094016077148,2.045408488887228,108.75,108.0,108.25,147.3634961583092,226.11943746613204,196.1249601657066
0,15,-65.29176766799404,-138.15484286479202,-111.267060195928,110.75,110.0,110.25,179.42686532400882,179.8777362543792,179.20379460268134
0,15,144.89667196766908,51.86152203091238,77.7352262721076,112.75,112.0,112.25,168.6801707374047,171.64206943520574,164.7604321431575
0,15,-17.95348301708366,-90.88594659385424,-66.12923311277811,114.75,114.0,114.25,188.16216410320115,194.02319448973103,190.2761151589973
0,15,100.20923407606074,99.61456927090096,107.7004277886672,116.75,116.0,116.25,214.39449619801343,185.60711193270583,197.34234213670413
0,15,-87.6888685472386,-160.75812172197558,-137.0127613246067,118.75,118.0,118.25,223.18154045529843,224.54398232862977,221.4610575247937
0,15,135.0,29.58393851936381,55.90126765303007,120.75,120.0,120.25,141.42135623730948,220.7826985975124,194.4273643292014
0,15,-17.650124219930124,-86.44381890574489,-64.29004621918874,122.75,122.0,122.25,184.69434208984313,177.34147850968202,179.7998887652604
0,15,-162.11070877049372,104.26978475407984,131.1214754971523,124.75,124.0,124.25,166.02710622064097,178.50770291502832,167.2602762164406
0,15,34.942691085036195,-40.56733153131014,-14.808377039042394,126.75,126.0,126.25,190.307645668796,182.98087331740442,179.97777640586628
0,15,150.45348760293982,149.5657642465566,157.26658827331238,128.75,128.0,128.25,214.9534833400008,185.56939402821789,194.07730418572902
0,15,-45.945389104464454,-116.91299697774369,-92.6025622024998,130.75,130.0,130.25,214.28252378577213,220.92758994747575,220.22715545545242
0,15,176.60866058020366,73.4496400896616,99.65989307844235,132.75,132.0,132.25,135.2368293032634,221.16283593768642,190.70395905696347
0,15,29.66308866226409,-38.35692589741878,-16.699244233993618,134.75,134.0,134.25,173.7728402253931,177.2596964907703,177.48521065147938
0,15,-115.95064277703771,147.32472743413737,176.82016988013575,136.75,136.0,136.25,166.82026255823962,172.2614292289484,162.24980739587954
0,15,83.59255971746683,10.638766609506764,34.714622025052535,138.75,138.0,138.25,188.17545004596107,184.16568627190028,186.13167382259257
0,15,-154.0317582741512,-154.96432717825482,-146.71743470320342,140.75,140.0,140.25,214.67417171145672,184.3176605754316,194.982050455933
0,15,4.741789754519061,-65.83038755527265,-41.910843624663464,142.75,142.0,142.25,217.74526401279087,224.6975745307457,223.0627714344104
0,15,-128.40712729240576,124.190142678588,148.27639704231595,144.75,144.0,144.25,141.65097952361643,222.44325119005074,193.98195792392656
0,15,79.46081627137177,11.700579462815824,33.507306488690034,146.75,146.0,146.25,174.9514218290323,172.58621034138272,173.8993962036671
0,15,-59.8986954344003,-159.98850112189427,-130.64059215565518,148.75,148.0,148.25,159.51175505272332,172.4093964956667,158.14234094637652
0,15,131.21388796461844,62.904447506248204,84.64417495714481,150.75,150.0,150.25,192.753728887407,193.20455481173317,192.8419041598584
0,15,-111.2641246605523,-116.01014572336784,-105.30613897408988,152.75,152.0,152.25,217.83020910791961,184.70787747142785,196.98730923589974
0,15,54.79490611090943,-16.576922089536847,9.50553168664626,154.75,154.0,154.25,220.29298672449838,224.3234272206093,217.9931191574633
1,30,71.07535558394876,0.0,22.217594269518308,166.75,166.0,166.25,74.0,78.0,76.69419795525604
1,30,-71.07535558394876,-168.82616175818526,-145.30484646876602,168.75,168.0,168.25,74.0,82.56512580987206,79.05694150420948
1,30,133.9190758133393,65.26049113025188,88.98602127721472,170.75,170.0,170.25,112.44998888394787,112.307613277106,113.017697729161
1,30,-10.036902453963505,-105.60394714505676,-77.26035320751791,172.75,172.0,172.25,114.75626344561763,115.24755962709145,117.90250209389113
1,30,-164.78053516882622,123.6900675259798,148.62699485989154,174.75,174.0,174.25,140.9432509913121,144.22205101855957,144.06248644251562
1,30,-10.905022045234446,-42.184443315788776,-23.08513367280828,176.75,176.0,176.25,111.00450441310929,129.5569372901351,132.61975720080324
1,30,137.08256527973091,57.5876933816488,83.246425964469,178.75,178.0,178.25,77.83315488916018,74.62573282722255,76.53103945458994
1,30,7.3995946598871125,-99.80609275989711,-76.8424572599852,180.75,180.0,180.25,77.64663547121665,82.20097323024831,79.07591289387686
1,30,-148.09984308226632,137.40021446085666,163.2542494616799,182.75,182.0,182.25,115.43396380615197,118.19052415485771,118.00423721205946
1,30,48.41094495535573,-32.58570735391441,-10.92280471986926,184.75,184.0,184.25,106.96261028976434,115.12167476196652,116.10340218959992
1,30,-96.68690932618236,-170.87710379462158,-144.97512672045866,186.75,186.0,186.25,145.9931505242626,138.75518008348374,142.8740704256724
1,30,63.43494882292201,29.95360816780149,48.61388075200365,188.75,188.0,188.25,114.03946685248928,136.19104228986575,134.61797799699713
1,30,-156.99112991717712,135.0,156.03751102542182,190.75,190.0,190.25,79.30952023559341,76.36753236814714,78.79086241436883
1,30,72.64597536373867,-34.28687697720896,-9.090276920822324,192.75,192.0,192.25,67.05221845696084,79.88116173416608,75.95393340703299
1,30,-70.27772223555296,-142.16723872851978,-116.12262151903852,194.75,194.0,194.25,112.60550608207396,119.01680553602505,115.83177456984762
1,30,127.87498365109819,39.559667968994496,63.86899945506143,196.75,196.0,196.25,114.01754250991378,119.3314711214104,118.06777714516352
1,30,-22.45154645600387,-93.60127811722343,-68.12084866242472,198.75,198.0,198.25,130.92364186807515,143.28293687665675,136.85759021698428
1,30,142.66047533446638,106.78264414527071,127.44365594356054,200.75,200.0,200.25,122.00409829181969,131.60547101089682,139.8070098385628
1,30,-82.69424046668918,-158.7907738657772,-133.89829388479362,202.75,202.0,202.25,78.63841300535,71.8679344353238,73.55270219373317
1,30,139.23639479905884,40.601294645004465,64.05770451012833,204.75,204.0,204.25,76.57675887630658,82.97590011563598,82.29216244576394
1,30,-6.7400560979469475,-83.0727818739908,-55.73266455665578,206.75,206.0,206.25,110.76551810017412,107.78682665335316,110.11357772772621
