pkt,channel,phi_ant1,phi_ant2,phi_ant3,t_ant1,t_ant2,t_ant3,meg_ant1,meg_ant2,meg_ant3
4,7,124.2157021324374,56.833645306160676,78.5412476541228,714.75,714.0,714.25,151.16216457830973,151.71684151734772,151.00993344810138
4,7,-104.36141466181337,-122.38067770656923,-110.31101843316151,716.75,716.0,716.25,213.67732682715774,145.6468331272603,164.21023110634732
4,7,61.69924423399363,-7.56142842766696,16.60274617026517,718.75,718.0,718.25,221.472345903501,227.98245546532746,227.48406537601704
4,7,-82.40535663140855,180.0,-154.46256560936368,720.75,720.0,720.25,136.194713553794,224.0,199.48934808655827
4,7,130.05403345289585,63.26026710953342,85.33314162856102,722.75,722.0,722.25,147.6279106402309,146.68674105044394,147.48898263938224
4,7,-20.018760393783953,-107.54572874569631,-82.51496104962665,724.75,724.0,724.25,137.2953021774598,142.63590010933433,138.1774221788784
4,7,170.6599738271947,100.27100372047907,123.05582281155365,726.75,726.0,726.25,154.042202009709,151.42654985173505,150.3329637837291
4,7,-57.425942865427494,-69.21513898603152,-58.50519583719419,728.75,728.0,728.25,213.60009363293827,146.5366848267013,166.5322791533221
4,7,108.35459013856753,35.713072487503005,58.690049617465505,730.75,730.0,730.25,225.47061892849808,227.8464395157405,227.06827167175962
4,7,-40.689374175179466,-128.23964673600372,-104.42822672178572,732.75,732.0,732.25,141.11342955225768,234.26694175662087,212.70872102478543
4,7,175.20320103316445,105.42216131873869,130.10090754621228,734.75,734.0,734.25,143.50261321662404,150.41608956491322,149.03690818049066
4,7,29.29136217098425,-69.21513898603152,-40.11724043616695,736.75,736.0,736.25,141.0319112825179,146.5366848267013,141.22676800097068
4,7,-131.84928358673227,161.92389270342673,-176.6114430092765,738.75,738.0,738.25,154.38264151127873,151.47607071745688,152.26621424334422
4,7,-8.16847862404549,-20.12345107774296,-10.112040310912619,740.75,740.0,740.25,211.1421322237701,139.51702405083043,159.47727110782904
4,7,161.64540986143248,90.49391689861878,112.44774863812503,742.75,742.0,742.25,225.47061892849808,232.00862052949668,230.462578307195
4,7,9.884124007522074,-80.3718438715133,-58.895236912128354,744.75,744.0,744.25,133.98880550254935,227.20035211240318,209.05740838343903
4,7,-130.89490148683745,161.31808813965176,-172.58536970902531,746.75,746.0,746.25,148.16544806398016,146.7310464761974,147.23111084278352
4,7,73.46516214265485,-18.068456297841074,10.4914770123316,748.75,748.0,748.25,133.5215338437961,148.3138563991915,137.2953021774598
4,7,-89.25107821717617,-165.29644817623844,-139.1446237411043,750.75,750.0,750.25,153.0130713370593,145.7737973711325,146.7548977036201
4,7,49.00780454237234,33.901100750357664,46.16913932790743,752.75,752.0,752.25,222.57582977493308,150.60212481900777,173.27723451163456
4,7,-157.68786370499834,138.6302141592967,158.42345505581062,754.75,754.0,754.25,229.15715131760558,234.5229199886442,236.5776828020766
4,7,53.310277167524184,-37.64762064010764,-15.708637829015744,756.75,756.0,756.25,127.20062892926278,221.02036105300343,199.44924166313598
4,7,-89.21517539700811,-161.0855997782814,-137.92885819969308,758.75,758.0,758.25,146.01369798755184,151.16216457830973,152.22680447279973
4,7,121.03510864900271,30.688958737393587,59.83499219425874,760.75,760.0,760.25,137.71347065556077,143.0314650697531,135.32553343696821
4,7,-43.948819250456246,-115.39930957077681,-90.37447688672285,762.75,762.0,762.25,154.17522498767434,153.87332452377834,153.00326793895613
4,7,94.54199568026674,75.29644817623844,88.97696981133217,764.75,764.0,764.25,214.67417171145672,145.7737973711325,168.02678357928536
4,7,-96.50562664568369,-166.51407260298882,-144.0832716904485,766.75,766.0,766.25,229.47766775876042,227.26636354727023,228.43160902116853
4,7,104.13606179814708,17.36839528544909,38.24642596446901,768.75,768.0,768.25,139.21566003866087,237.84448700779254,216.46246787838302
4,7,-42.73204546409417,-112.61986494804043,-89.19871266989298,770.75,770.0,770.25,142.94754282603108,143.0,143.01398533010678
4,7,169.27555146252882,74.8141627377987,100.9806500101735,772.75,772.0,772.25,134.34656675925888,145.06550244630873,136.49908424601244
4,7,1.517414125012136,-68.13142081462748,-43.715556478199225,774.75,774.0,774.25,151.0529708413575,158.39823231336896,157.7244432546839
4,7,139.39870535499554,123.47096427464572,136.92518370832315,776.75,776.0,776.25,212.0495225177364,145.0551619212498,168.3864602632884
4,7,-57.804266065286754,-129.99935540244155,-105.80708408868799,778.75,778.0,778.25,223.3427858696134,227.13872413131145,227.60711763914588
5,8,123.76305574065523,53.77505574447967,76.34958086524301,790.75,790.0,790.25,217.7200036744442,213.21350801485352,216.10414156142403
5,8,-43.738182461113865,-117.02158159117704,-91.53434149970077,792.75,792.0,792.25,160.55217220579732,224.5083517377472,224.08034273447552
5,8,-171.06940989958102,117.08749061403674,143.04906170167453,794.75,794.0,794.25,141.718029904455,147.13938969562162,141.40014144264498
5,8,32.334936234957645,-57.61932229343078,-30.403424474505826,796.75,796.0,796.25,129.00387591076478,145.6468331272603,140.29255147726127
5,8,-125.28674897505974,161.22868060216788,-175.3549215741084,798.75,798.0,798.25,159.2607924129476,161.5951731952412,160.5272562526377
5,8,25.88299078390534,-3.247342790322922,17.330884177296145,800.75,800.0,800.25,187.8430195668713,141.22676800097068,147.7057886475679
5,8,162.7240562359714,91.05118074954376,113.70264595096624,802.75,802.0,802.25,218.87439320304242,218.03669415949238,223.8861317723811
5,8,-2.5367617381599836,-75.29472794386999,-50.49232455712744,804.75,804.0,804.25,158.15498727514097,228.4841351166422,221.63483480716653
5,8,-124.92566726989727,160.18620675450438,-173.07655108518946,806.75,806.0,806.25,141.4814475470194,144.55794685869054,141.0283659410404
5,8,76.39945748334127,-9.96380418990718,13.284866484902189,808.75,808.0,808.25,127.57742747053648,150.26643005009467,147.95945390545344
5,8,-78.5412476541228,-143.6469317079531,-122.04468071873421,810.75,810.0,810.25,151.00993344810138,155.20631430454108,154.54772725601632
5,8,74.13734162931192,40.55875881056719,61.389540334034784,812.75,812.0,812.25,190.24457942343585,146.102703602637,150.3595690337
5,8,-153.7814916506126,136.47827265668886,161.07535558394878,814.75,814.0,814.25,221.82200071228283,219.27608168699112,222.0
5,8,44.483835770235174,-34.190142678587996,-9.039482803355119,816.75,816.0,816.25,156.98407562552325,222.44325119005074,222.7666940994546
5,8,-85.88509090176274,-155.30447370996043,-134.16158502559787,818.75,818.0,818.25,139.35924798878617,150.7912464302885,144.97241116847025
5,8,109.62225613865084,31.23921488820876,52.23237870827764,820.75,820.0,820.25,122.09013064126027,142.68847185389575,140.41723540933285
5,8,-36.649247467668594,-111.13982480865766,-86.30861401354873,822.75,822.0,822.25,155.8011553230591,160.822883943797,155.3222456700907
5,8,118.83862749327957,88.4198275272,111.23061114004628,824.75,824.0,824.25,180.36906608396018,145.0551619212498,149.1207564358497
5,8,-104.93141717813756,-179.4767654178158,-154.13364320590549,826.75,826.0,826.25,217.3384457476403,219.00913222968583,220.04544985070697
5,8,88.2430116900918,12.022276686183519,35.47774499007478,828.75,828.0,828.25,163.07666908543356,220.84383622822708,222.26560687609768
5,8,-41.299456944821664,-112.73941778343,-89.6021190381654,830.75,830.0,830.25,142.42541907960108,147.46185947559457,144.00347218036097
5,8,157.14518003822332,75.96375653207353,98.8682628332076,832.75,832.0,832.25,131.30879635424276,144.30869689661813,142.70599146496969
5,8,7.926926682689597,-65.92450174492117,-38.305770868106826,834.75,834.0,834.25,159.5242928208741,154.434452114805,151.64761785138597
5,8,153.29949805986044,124.13594007791227,145.88552705465875,836.75,836.0,836.25,189.17187951701493,142.56226709757388,149.77316181479245
5,8,-69.44395478041653,-138.95755311412788,-117.01266534793854,838.75,838.0,838.25,222.14409737825585,225.39742678211744,228.98034850178738
5,8,123.90110075035764,47.65888439424342,70.41600622975182,840.75,840.0,840.25,150.60212481900777,228.6416410018088,220.7713749560844
5,8,0.4063462333090346,-70.83675422400157,-46.95568139752289,842.75,842.0,842.25,141.00354605470034,149.27156460625713,145.04137340772803
5,8,-155.62987994612618,122.94323746616736,148.28865413476203,844.75,844.0,844.25,128.4445405612866,148.94965592440957,144.58561477546792
5,8,48.122130462115706,-28.523118606312032,-1.8357747405456943,846.75,846.0,846.25,155.7947367532036,157.06368135250108,156.08010763707202
5,8,-167.11672348673147,162.89727103094762,-176.82016988013575,848.75,848.0,848.25,192.85486771144767,136.01470508735443,144.22205101855957
5,8,-30.386823952946788,-100.69934337430418,-78.08485292873497,850.75,850.0,850.25,221.41589825484527,220.83930809527547,222.80035906613801
5,8,173.62075183238684,92.83666010112543,117.7341905049854,852.75,852.0,852.25,162.00308639035245,222.27235545609355,219.1802910847597
5,8,39.45468269113796,-28.249735494974278,-3.945186229037563,854.75,854.0,854.25,146.34889818512468,152.11837495845134,145.3444185374863
5,8,-114.51964268819077,159.5815744825687,-174.76919282444683,856.75,856.0,856.25,125.29964086141668,146.18481453283715,142.59382875847047
5,8,93.36646066342979,16.663479082887932,41.257011704312866,858.75,858.0,858.25,153.26447729333762,153.44380078712857,151.6443206981389
5,8,-120.60276179805513,-149.17233770013198,-129.9497715751672,860.75,860.0,860.25,190.53870997778904,144.40221604947754,152.620444239951
5,8,25.016893478100023,-48.78888987788466,-25.032813394198552,862.75,862.0,862.25,215.18828964420902,214.01401823245132,217.4235497824465
5,8,-147.02227668618352,138.1411298356361,162.6915084239649,864.75,864.0,864.25,156.16017418023074,232.28000344411916,225.1976909295475
5,8,85.63172256541161,17.330884177296145,42.48618976382226,866.75,866.0,866.25,144.41952776546532,147.7057886475679,145.09651959988562
5,8,-73.99259570390015,-159.3967589265827,-134.15332597613852,868.75,868.0,868.25,126.92123541787642,142.08800090085018,143.55835050598762
5,8,130.6839724801344,57.83881627990082,80.23029994946876,870.75,870.0,870.25,150.3329637837291,155.9262646253029,153.22206107476822
