,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
4,0,3,(-92+697j),-92,697,703.0455177298267,11.0,44,11.0
5,0,3,(129+743j),129,743,754.1153757880819,11.25,45,11.25
6,0,3,(398+649j),398,649,761.3179362132486,11.5,46,11.5
7,0,3,(599+450j),599,450,749.2002402562348,11.75,47,11.75
16,0,3,(352-615j),352,-615,708.6106123958348,17.0,68,17.0
17,0,3,(136-735j),136,-735,747.4764210327975,17.25,69,17.25
18,0,3,(-142-729j),-142,-729,742.7011512041704,17.5,70,17.5
19,0,3,(-444-579j),-444,-579,729.6416928876803,17.75,71,17.75
28,0,3,(-555+459j),-555,459,720.2124686507448,23.0,92,23.0
29,0,3,(-367+663j),-367,663,757.7981261523414,23.25,93,23.25
30,0,3,(-97+744j),-97,744,750.29660801579,23.5,94,23.5
31,0,3,(206+710j),206,710,739.2807315222005,23.75,95,23.75
40,0,3,(644-278j),644,-278,701.4413731738384,29.0,116,29.0
41,0,3,(560-501j),560,-501,751.3993611921692,29.25,117,29.25
42,0,3,(324-676j),324,-676,749.6345776443346,29.5,118,29.5
43,0,3,(57-743j),57,-743,745.1831989517746,29.75,119,29.75
52,0,3,(-689-145j),-689,-145,704.0923234917421,35.0,140,35.0
53,0,3,(-743+80j),-743,80,747.2944533448646,35.25,141,35.25
54,0,3,(-648+358j),-648,358,740.3161486824396,35.5,142,35.5
55,0,3,(-461+570j),-461,570,733.0900353981085,35.75,143,35.75
64,0,3,(587+401j),587,401,710.8938036021976,41.0,164,41.0
65,0,3,(731+217j),731,217,762.5286879849177,41.25,165,41.25
66,0,3,(758-42j),758,-42,759.1626966599453,41.5,166,41.5
67,0,3,(650-349j),650,-349,737.767578577427,41.75,167,41.75
76,0,3,(-384-575j),-384,-575,691.4340170977995,47.0,188,47.0
77,0,3,(-606-434j),-606,-434,745.3804397755551,47.25,189,47.25
78,0,3,(-719-193j),-719,-193,744.452819190041,47.5,190,47.5
79,0,3,(-732+95j),-732,95,738.1388758221585,47.75,191,47.75
88,0,3,(158+681j),158,681,699.0886925133319,53.0,212,53.0
89,0,3,(387+639j),387,639,747.0542149000968,53.25,213,53.25
90,0,3,(603+434j),603,434,742.9434702586732,53.5,214,53.5
91,0,3,(716+164j),716,164,734.5420341954571,53.75,215,53.75
100,0,3,(142-685j),142,-685,699.5634352937552,59.0,236,59.0
101,0,3,(-83-738j),-83,-738,742.6526779053584,59.25,237,59.25
102,0,3,(-361-653j),-361,-653,746.1434178494105,59.5,238,59.5
103,0,3,(-572-469j),-572,-469,739.6925036797385,59.75,239,59.75
112,0,3,(-408+560j),-408,560,692.866509509588,65.0,260,65.0
113,0,3,(-218+705j),-218,705,737.9356340494745,65.25,261,65.25
114,0,3,(42+744j),42,744,745.1845409024533,65.5,262,65.5
115,0,3,(346+666j),346,666,750.5144901998895,65.75,263,65.75
124,0,3,(602-314j),602,-314,678.9698078707182,71.0,284,71.0
125,0,3,(478-565j),478,-565,740.073644984065,71.25,285,71.25
126,0,3,(239-702j),239,-702,741.5692819959576,71.5,286,71.5
127,0,3,(-47-740j),-47,-740,741.4910653541282,71.75,287,71.75
136,0,3,(-720+75j),-720,75,723.8957107208192,77.0,308,77.0
137,0,3,(-711+300j),-711,300,771.7000712712161,77.25,309,77.25
138,0,3,(-549+535j),-549,535,766.56767476851,77.5,310,77.5
139,0,3,(-302+688j),-302,688,751.3640928338272,77.75,311,77.75
148,0,3,(689+221j),689,221,723.5758426039388,83.0,332,83.0
149,0,3,(766-5j),766,-5,766.0163183640411,83.25,333,83.25
150,0,3,(692-302j),692,-302,755.028476284173,83.5,334,83.5
151,0,3,(525-540j),525,-540,753.1434126379916,83.75,335,83.75
160,0,3,(-589-401j),-589,-401,712.5461388569865,89.0,356,89.0
161,0,3,(-728-210j),-728,-210,757.6833111531492,89.25,357,89.25
162,0,3,(-753+53j),-753,53,754.8629014595962,89.5,358,89.5
163,0,3,(-649+358j),-649,358,741.1916081554081,89.75,359,89.75
172,0,3,(213+666j),213,666,699.2317212483999,95.0,380,95.0
173,0,3,(470+577j),470,577,744.1968825519225,95.25,381,95.25
174,0,3,(648+374j),648,374,748.1844692320203,95.5,382,95.5
175,0,3,(739+103j),739,103,746.1434178494105,95.75,383,95.75
184,0,3,(4-700j),4,-700,700.0114284781356,101.0,404,101.0
185,0,3,(-227-718j),-227,-718,753.0292159006847,101.25,405,101.25
186,0,3,(-481-576j),-481,-576,750.4245465068424,101.5,406,101.5
187,0,3,(-652-353j),-652,-353,741.426328100102,101.75,407,101.75
196,0,3,(-234+643j),-234,643,684.2550694002931,107.0,428,107.0
197,0,3,(-13+727j),-13,727,727.1162217967634,107.25,429,107.25
198,0,3,(287+672j),287,672,730.7208769427626,107.5,430,107.5
199,0,3,(527+513j),527,513,735.4576806315915,107.75,431,107.75
208,0,3,(482-506j),482,-506,698.8275896099123,113.0,452,113.0
209,0,3,(321-676j),321,-676,748.3428358713671,113.25,453,113.25
210,0,3,(72-746j),72,-746,749.4664769020693,113.5,454,113.5
211,0,3,(-243-696j),-243,-696,737.2007867602964,113.75,455,113.75
220,0,3,(-625+303j),-625,303,694.5746900082092,119.0,476,119.0
221,0,3,(-527+537j),-527,537,752.3948431508552,119.25,477,119.25
222,0,3,(-325+683j),-325,683,756.3821785314617,119.5,478,119.5
223,0,3,(-68+753j),-68,753,756.0641507173846,119.75,479,119.75
232,0,3,(677+102j),677,102,684.6407817242557,125.0,500,125.0
233,0,3,(714-138j),714,-138,727.2138612540331,125.25,501,125.25
234,0,3,(597-421j),597,-421,730.513518013185,125.5,502,125.5
235,0,3,(390-624j),390,-624,735.8505283004151,125.75,503,125.75
244,0,3,(-630-301j),-630,-301,698.2127183029538,131.0,524,131.0
245,0,3,(-743-88j),-743,-88,748.1931568786232,131.25,525,131.25
246,0,3,(-726+211j),-726,211,756.0403428389255,131.5,526,131.5
247,0,3,(-589+463j),-589,463,749.1928990587137,131.75,527,131.75
256,0,3,(439+547j),439,547,701.3772166245493,137.0,548,137.0
257,0,3,(623+408j),623,408,744.7100106752963,137.25,549,137.25
258,0,3,(723+161j),723,161,740.7091196954443,137.5,550,137.5
259,0,3,(722-169j),722,-169,741.5153403672779,137.75,551,137.75
268,0,3,(-160-683j),-160,-683,701.4905558879606,143.0,572,143.0
269,0,3,(-419-638j),-419,-638,763.2856608112064,143.25,573,143.25
270,0,3,(-613-451j),-613,-451,761.0321937999732,143.5,574,143.5
271,0,3,(-732-179j),-732,-179,753.568178733683,143.75,575,143.75
280,0,3,(-99+698j),-99,698,704.985815460141,149.0,596,149.0
281,0,3,(137+739j),137,739,751.5916444453064,149.25,597,149.25
282,0,3,(407+636j),407,636,755.0794660166571,149.5,598,149.5
283,0,3,(604+457j),604,457,757.4067599381458,149.75,599,149.75
300,1,18,(-59+23j),-59,23,63.324560795950255,167.0,44,11.0
301,1,18,(-45+67j),-45,67,80.7093550959243,167.25,45,11.25
302,1,18,(-16+88j),-16,88,89.44271909999159,167.5,46,11.5
303,1,18,(26+89j),26,89,92.72000862812729,167.75,47,11.75
312,1,18,(73-8j),73,-8,73.43704787094863,173.0,68,17.0
313,1,18,(76-55j),76,-55,93.81364506296512,173.25,69,17.25
314,1,18,(51-91j),51,-91,104.31682510506155,173.5,70,17.5
315,1,18,(12-102j),12,-102,102.70345661174214,173.75,71,17.75
324,1,18,(-70-17j),-70,-17,72.03471385380801,179.0,92,23.0
325,1,18,(-86+32j),-86,32,91.76055797563569,179.25,93,23.25
326,1,18,(-73+69j),-73,69,100.44899203078147,179.5,94,23.5
327,1,18,(-37+94j),-37,94,101.01980003939822,179.75,95,23.75
336,1,18,(70+26j),70,26,74.67261881037788,185.0,116,29.0
337,1,18,(90-11j),90,-11,90.6697303403953,185.25,117,29.25
338,1,18,(90-46j),90,-46,101.07423014794622,185.5,118,29.5
339,1,18,(67-75j),67,-75,100.56838469419701,185.75,119,29.75
348,1,18,(-60-55j),-60,-55,81.39410298049853,191.0,140,35.0
349,1,18,(-96-24j),-96,-24,98.95453501482385,191.25,141,35.25
350,1,18,(-105+20j),-105,20,106.88779163215975,191.5,142,35.5
351,1,18,(-89+57j),-89,57,105.6882207249228,191.75,143,35.75
360,1,18,(36+55j),36,55,65.73431371817918,197.0,164,41.0
361,1,18,(80+28j),80,28,84.75848040166836,197.25,165,41.25
362,1,18,(95-5j),95,-5,95.13148795220224,197.5,166,41.5
363,1,18,(89-42j),89,-42,98.41239759298622,197.75,167,41.75
372,1,18,(-23-64j),-23,-64,68.00735254367721,203.0,188,47.0
373,1,18,(-66-54j),-66,-54,85.27602242131137,203.25,189,47.25
374,1,18,(-94-22j),-94,-22,96.54014708917737,203.5,190,47.5
375,1,18,(-98+15j),-98,15,99.14131328563285,203.75,191,47.75
384,1,18,(-4+65j),-4,65,65.12296062065974,209.0,212,53.0
385,1,18,(46+73j),46,73,86.28441342444185,209.25,213,53.25
386,1,18,(78+57j),78,57,96.60745312862771,209.5,214,53.5
387,1,18,(95+20j),95,20,97.082439194738,209.75,215,53.75
396,1,18,(28-65j),28,-65,70.77428911688199,215.0,236,59.0
397,1,18,(-7-86j),-7,-86,86.28441342444185,215.25,237,59.25
398,1,18,(-43-83j),-43,-83,93.47726996441435,215.5,238,59.5
399,1,18,(-69-62j),-69,-62,92.76313923105448,215.75,239,59.75
408,1,18,(-48+49j),-48,49,68.59300255857006,221.0,260,65.0
409,1,18,(-23+85j),-23,85,88.05679985100527,221.25,261,65.25
410,1,18,(12+99j),12,99,99.72462083156798,221.5,262,65.5
411,1,18,(45+90j),45,90,100.62305898749054,221.75,263,65.75
