phi12_correction,phi23_correction,phi13_correction,channel,omega,ex_phi12,ave_phi12,ave_phi23,ave_phi13
-0.12783022552664725,-1.7194746322613983,-5.905195368674862,14,2434.25,1.8456482842487287,1.7178180587220815,0.12617365198733044,-2.2138988001774043
-1.5644981234899775,-1.8154109898835864,-3.707158348122501,0,2404.25,1.8229022850590555,0.2584041615690779,0.007491295175469054,-0.06135377800438979
-2.595232464606405,-1.8661639763105904,-2.5633508793731625,1,2406.25,1.8244186850050337,-0.7708137796013714,-0.04174529130555673,1.085486490636905
0.12187309096506671,-1.7739344942216198,-5.382702679394432,24,2454.25,1.8608122837085106,1.9826853746735773,0.08687778948689077,-1.6610781119774114
-2.1487523455603235,-1.9060756052314896,-2.4840316239969162,11,2428.25,1.8410990844107942,-0.30765326114952946,-0.06497652082069542,1.1981665448246719
0.4358418835581679,-1.7282793385917459,-6.2011759762676295,22,2450.25,1.8577794838165542,2.293621367374722,0.12950014522480835,-2.4856170086345215
-1.0563415853985791,-1.8114761895978035,-5.0931125712891525,35,2476.25,1.8774926831142709,0.8211510977156916,0.0660164935164674,-1.338127205060611
-2.0317759769201107,-1.8458808466146188,-3.5504075887857924,9,2422.25,1.8365498845728594,-0.19522609234725108,-0.009330962041759436,0.12269218035992613
-0.559522387270095,-1.7361440654148077,-5.699058494073846,33,2472.25,1.8744598832223145,1.3149374959522195,0.1383158178075068,-1.9501387276292164
-2.051098148478317,-1.8766118531482816,-2.749612756530426,20,2446.25,1.8547466839245978,-0.1963514645537189,-0.021865169223683808,0.9598806113187699
-1.0100188222520554,-1.7747957964935734,-4.682860180289462,7,2418.25,1.8335170846809028,0.8234982624288473,0.05872128818732928,-1.015826010927657
-2.5046723447110324,-1.8980029493681638,-3.420927589832386,31,2468.25,1.8714270833303583,-0.633245261380674,-0.026575866037805377,0.321926576828331
-2.504163920037823,-1.8476973471066964,-4.09006187934537,18,2442.25,1.8517138840326415,-0.6524500360051816,0.004016536925945034,-0.38663411128008723
0.5265191272203433,-1.7528705149845747,-3.9097951127055133,5,2414.25,1.8304842847889466,2.35700341200929,0.07761376980437197,-0.2488265431276199
-0.56476455501526,-1.7979887049051928,-5.0461969848617345,16,2438.25,1.848681084140685,1.283916529125425,0.050692379235492226,-1.3488348165803643
-3.2086111985867323,-1.8902273698475487,-4.509789945886195,29,2464.25,1.8683942834384017,-1.3402169151483305,-0.021833086409146846,-0.7730013790093914
-3.1739994955057647,-1.896806281446569,-2.1255626642119028,3,2410.25,1.82745148489699,-1.3465480106087746,-0.06935479654957885,1.5293403055820776
-1.408495133944206,-1.8400236860574024,-4.68841545289693,27,2460.25,1.8653614835464454,0.4568663496022394,0.02533779748904305,-0.9576924858040393
