,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
0,0,0,(-68-92j),-68,-92,114.40279716860073,9.0,36,9.0
1,0,0,(-97-61j),-97,-61,114.58621208504974,9.25,37,9.25
2,0,0,(-112-20j),-112,-20,113.77170122662314,9.5,38,9.5
3,0,0,(-110+31j),-110,31,114.28473213863697,9.75,39,9.75
12,0,0,(116+16j),116,16,117.09824934643558,15.0,60,15.0
13,0,0,(116-26j),116,-26,118.87808881370864,15.25,61,15.25
14,0,0,(95-70j),95,-70,118.00423721205946,15.5,62,15.5
15,0,0,(59-101j),59,-101,116.9700816448377,15.75,63,15.75
24,0,0,(-88-77j),-88,-77,116.93160394008115,21.0,84,21.0
25,0,0,(-101-52j),-101,-52,113.6001760562016,21.25,85,21.25
26,0,0,(-111-11j),-111,-11,111.5437134042076,21.5,86,21.5
27,0,0,(-109+36j),-109,36,114.79111463872106,21.75,87,21.75
36,0,0,(114+20j),114,20,115.7410903698423,27.0,108,27.0
37,0,0,(115-30j),115,-30,118.84864324004712,27.25,109,27.25
38,0,0,(97-71j),97,-71,120.20815280171308,27.5,110,27.5
39,0,0,(62-103j),62,-103,120.22063050907694,27.75,111,27.75
48,0,0,(-87-77j),-87,-77,116.18089343777659,33.0,132,33.0
49,0,0,(-96-53j),-96,-53,109.65856099730654,33.25,133,33.25
50,0,0,(-103-12j),-103,-12,103.69667304209909,33.5,134,33.5
51,0,0,(-99+40j),-99,40,106.77546534667971,33.75,135,33.75
60,0,0,(115+23j),115,23,117.27744881263405,39.0,156,39.0
61,0,0,(117-21j),117,-21,118.86967653695369,39.25,157,39.25
62,0,0,(99-69j),99,-69,120.6731121667126,39.5,158,39.5
63,0,0,(63-104j),63,-104,121.59358535712317,39.75,159,39.75
72,0,0,(-87-72j),-87,-72,112.92918134831227,45.0,180,45.0
73,0,0,(-100-48j),-100,-48,110.92339699089638,45.25,181,45.25
74,0,0,(-110-12j),-110,-12,110.65260954898443,45.5,182,45.5
75,0,0,(-108+30j),-108,30,112.08925015361643,45.75,183,45.75
84,0,0,(122+16j),122,16,123.0447073221762,51.0,204,51.0
85,0,0,(119-34j),119,-34,123.76186811776881,51.25,205,51.25
86,0,0,(95-75j),95,-75,121.03718436910205,51.5,206,51.5
87,0,0,(58-106j),58,-106,120.83045973594572,51.75,207,51.75
96,0,0,(-97-65j),-97,-65,116.76472069936193,57.0,228,57.0
97,0,0,(-104-47j),-104,-47,114.12712210513327,57.25,229,57.25
98,0,0,(-109-11j),-109,-11,109.55363982999378,57.5,230,57.5
99,0,0,(-106+40j),-106,40,113.29607230614837,57.75,231,57.75
108,0,0,(118+13j),118,13,118.71394189394942,63.0,252,63.0
109,0,0,(113-32j),113,-32,117.44360348695028,63.25,253,63.25
110,0,0,(88-78j),88,-78,117.5925167687128,63.5,254,63.5
111,0,0,(53-110j),53,-110,122.10241602851272,63.75,255,63.75
120,0,0,(-97-73j),-97,-73,121.40016474453401,69.0,276,69.0
121,0,0,(-110-47j),-110,-47,119.6202324023825,69.25,277,69.25
122,0,0,(-117-8j),-117,-8,117.27318534089538,69.5,278,69.5
123,0,0,(-111+37j),-111,37,117.00427342623003,69.75,279,69.75
132,0,0,(116+28j),116,28,119.33147112141039,75.0,300,75.0
133,0,0,(111-24j),111,-24,113.5649593844862,75.25,301,75.25
134,0,0,(91-68j),91,-68,113.6001760562016,75.5,302,75.5
135,0,0,(57-103j),57,-103,117.72000679578642,75.75,303,75.75
144,0,0,(-93-74j),-93,-74,118.84864324004712,81.0,324,81.0
145,0,0,(-103-51j),-103,-51,114.93476410555685,81.25,325,81.25
146,0,0,(-108-11j),-108,-11,108.55873986004075,81.5,326,81.5
147,0,0,(-102+42j),-102,42,110.30865786510141,81.75,327,81.75
156,0,0,(118+10j),118,10,118.4229707446997,87.0,348,87.0
157,0,0,(112-36j),112,-36,117.64352935882194,87.25,349,87.25
158,0,0,(86-82j),86,-82,118.82760622010359,87.5,350,87.5
159,0,0,(51-112j),51,-112,123.06502346320826,87.75,351,87.75
168,0,0,(-91-73j),-91,-73,116.66190466471906,93.0,372,93.0
169,0,0,(-102-52j),-102,-52,114.49017425089369,93.25,373,93.25
170,0,0,(-109-16j),-109,-16,110.16805344563369,93.5,374,93.5
171,0,0,(-105+27j),-105,27,108.41586599755591,93.75,375,93.75
180,0,0,(114+20j),114,20,115.7410903698423,99.0,396,99.0
181,0,0,(116-23j),116,-23,118.25819210524064,99.25,397,99.25
182,0,0,(102-63j),102,-63,119.8874472161285,99.5,398,99.5
183,0,0,(73-99j),73,-99,123.00406497347964,99.75,399,99.75
192,0,0,(-92-75j),-92,-75,118.69709347747316,105.0,420,105.0
193,0,0,(-102-50j),-102,-50,113.59577456930342,105.25,421,105.25
194,0,0,(-107-9j),-107,-9,107.37783756436893,105.5,422,105.5
195,0,0,(-100+42j),-100,42,108.46197490364999,105.75,423,105.75
204,0,0,(116+13j),116,13,116.72617529928752,111.0,444,111.0
205,0,0,(114-32j),114,-32,118.40608092492548,111.25,445,111.25
