,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
4,0,0,(-63-70j),-63,-70,94.17536832951598,11.0,44,11.0
5,0,0,(-83-45j),-83,-45,94.41398201537736,11.25,45,11.25
6,0,0,(-95-8j),-95,-8,95.33624704172071,11.5,46,11.5
7,0,0,(-90+29j),-90,29,94.5568612000208,11.75,47,11.75
16,0,0,(-53-10j),-53,-10,53.9351462406472,17.0,68,17.0
17,0,0,(-54+12j),-54,12,55.31726674375732,17.25,69,17.25
18,0,0,(-45+32j),-45,32,55.21775076911409,17.5,70,17.5
19,0,0,(-32+48j),-32,48,57.688820407423826,17.75,71,17.75
28,0,0,(-86-31j),-86,-31,91.4166286842826,23.0,92,23.0
29,0,0,(-88+2j),-88,2,88.02272433866155,23.25,93,23.25
30,0,0,(-77+35j),-77,35,84.581321815162,23.5,94,23.5
31,0,0,(-50+68j),-50,68,84.40379138403677,23.75,95,23.75
40,0,0,(-49+31j),-49,31,57.982756057296896,29.0,116,29.0
41,0,0,(-42+44j),-42,44,60.8276253029822,29.25,117,29.25
42,0,0,(-22+53j),-22,53,57.38466694161429,29.5,118,29.5
43,0,0,(1+56j),1,56,56.00892785976178,29.75,119,29.75
52,0,0,(-88+31j),-88,31,93.30058949438637,35.0,140,35.0
53,0,0,(-70+64j),-70,64,94.847245611035,35.25,141,35.25
54,0,0,(-33+88j),-33,88,93.98404119849285,35.5,142,35.5
55,0,0,(9+94j),9,94,94.42986815621421,35.75,143,35.75
64,0,0,(-24+48j),-24,48,53.665631459994955,41.0,164,41.0
65,0,0,(-5+54j),-5,54,54.230987451824994,41.25,165,41.25
66,0,0,(14+51j),14,51,52.88667128870941,41.5,166,41.5
67,0,0,(34+40j),34,40,52.49761899362675,41.75,167,41.75
76,0,0,(-47+80j),-47,80,92.78469701410896,47.0,188,47.0
77,0,0,(-12+91j),-12,91,91.7877987534291,47.25,189,47.25
78,0,0,(24+87j),24,87,90.24965373894794,47.5,190,47.5
79,0,0,(59+68j),59,68,90.02777349240623,47.75,191,47.75
88,0,0,(17+49j),17,49,51.86520991955976,53.0,212,53.0
89,0,0,(30+45j),30,45,54.08326913195984,53.25,213,53.25
90,0,0,(45+32j),45,32,55.21775076911409,53.5,214,53.5
91,0,0,(54+13j),54,13,55.54277630799526,53.75,215,53.75
100,0,0,(1+99j),1,99,99.00505037623081,59.0,236,59.0
101,0,0,(38+91j),38,91,98.6154146165801,59.25,237,59.25
102,0,0,(72+63j),72,63,95.67131231461184,59.5,238,59.5
103,0,0,(89+24j),89,24,92.17917335276988,59.75,239,59.75
112,0,0,(41+41j),41,41,57.982756057296896,65.0,260,65.0
113,0,0,(55+28j),55,28,61.71709649683789,65.25,261,65.25
114,0,0,(60+5j),60,5,60.207972893961475,65.5,262,65.5
115,0,0,(55-22j),55,-22,59.23681287847955,65.75,263,65.75
124,0,0,(63+71j),63,71,94.92101980067429,71.0,284,71.0
125,0,0,(87+40j),87,40,95.75489543621255,71.25,285,71.25
126,0,0,(96+0j),96,0,96.0,71.5,286,71.5
127,0,0,(87-42j),87,-42,96.60745312862771,71.75,287,71.75
136,0,0,(53+8j),53,8,53.600373133029585,77.0,308,77.0
137,0,0,(57-8j),57,-8,57.55866572463264,77.25,309,77.25
138,0,0,(50-31j),50,-31,58.83026432033091,77.5,310,77.5
139,0,0,(33-51j),33,-51,60.74537019394976,77.75,311,77.75
148,0,0,(93+23j),93,23,95.80187889597991,83.0,332,83.0
149,0,0,(90-9j),90,-9,90.44888059008801,83.25,333,83.25
150,0,0,(73-43j),73,-43,84.72307831990054,83.5,334,83.5
151,0,0,(49-68j),49,-68,83.81527307120105,83.75,335,83.75
160,0,0,(46-28j),46,-28,53.85164807134504,89.0,356,89.0
161,0,0,(34-44j),34,-44,55.60575509783138,89.25,357,89.25
162,0,0,(14-53j),14,-53,54.817880294662984,89.5,358,89.5
163,0,0,(-7-56j),-7,-56,56.43580423808985,89.75,359,89.75
172,0,0,(88-40j),88,-40,96.66436778875658,95.0,380,95.0
173,0,0,(66-67j),66,-67,94.04786015641186,95.25,381,95.25
174,0,0,(32-86j),32,-86,91.76055797563569,95.5,382,95.5
175,0,0,(-10-90j),-10,-90,90.55385138137417,95.75,383,95.75
184,0,0,(23-51j),23,-51,55.94640292279746,101.0,404,101.0
185,0,0,(7-58j),7,-58,58.42088667591412,101.25,405,101.25
186,0,0,(-19-52j),-19,-52,55.362442142665635,101.5,406,101.5
187,0,0,(-41-41j),-41,-41,57.982756057296896,101.75,407,101.75
196,0,0,(43-87j),43,-87,97.04638066409278,107.0,428,107.0
197,0,0,(10-92j),10,-92,92.5418824100742,107.25,429,107.25
198,0,0,(-28-81j),-28,-81,85.70297544426332,107.5,430,107.5
199,0,0,(-58-62j),-58,-62,84.8999411071645,107.75,431,107.75
208,0,0,(-6-52j),-6,-52,52.3450093132096,113.0,452,113.0
209,0,0,(-28-49j),-28,-49,56.43580423808985,113.25,453,113.25
210,0,0,(-46-37j),-46,-37,59.033888572581766,113.5,454,113.5
211,0,0,(-59-17j),-59,-17,61.40032573203501,113.75,455,113.75
220,0,0,(-11-91j),-11,-91,91.6624241442479,119.0,476,119.0
221,0,0,(-40-79j),-40,-79,88.54942122905152,119.25,477,119.25
222,0,0,(-65-55j),-65,-55,85.14693182963201,119.5,478,119.5
223,0,0,(-83-17j),-83,-17,84.72307831990054,119.75,479,119.75
232,0,0,(-42-38j),-42,-38,56.639209034025185,125.0,500,125.0
233,0,0,(-55-23j),-55,-23,59.61543424315552,125.25,501,125.25
234,0,0,(-59+2j),-59,2,59.033888572581766,125.5,502,125.5
235,0,0,(-52+26j),-52,26,58.137767414994535,125.75,503,125.75
244,0,0,(-69-68j),-69,-68,96.87620966986684,131.0,524,131.0
245,0,0,(-88-37j),-88,-37,95.46203433826454,131.25,525,131.25
246,0,0,(-90+5j),-90,5,90.13878188659973,131.5,526,131.5
247,0,0,(-79+40j),-79,40,88.54942122905152,131.75,527,131.75
256,0,0,(-53+0j),-53,0,53.0,137.0,548,137.0
257,0,0,(-53+21j),-53,21,57.0087712549569,137.25,549,137.25
258,0,0,(-44+39j),-44,39,58.7962583843564,137.5,550,137.5
259,0,0,(-27+51j),-27,51,57.706152185014034,137.75,551,137.75
268,0,0,(-89-18j),-89,-18,90.80198235721508,143.0,572,143.0
269,0,0,(-89+19j),-89,19,91.00549433962765,143.25,573,143.25
270,0,0,(-74+53j),-74,53,91.02197536858887,143.5,574,143.5
271,0,0,(-41+80j),-41,80,89.89438247187641,143.75,575,143.75
280,0,0,(-46+33j),-46,33,56.61271941887264,149.0,596,149.0
281,0,0,(-37+47j),-37,47,59.81638571495272,149.25,597,149.25
282,0,0,(-15+55j),-15,55,57.0087712549569,149.5,598,149.5
283,0,0,(9+53j),9,53,53.75872022286245,149.75,599,149.75
300,1,12,(-69+420j),-69,420,425.63012111456584,167.0,44,11.0
301,1,12,(92+411j),92,411,421.17098665506387,167.25,45,11.25
302,1,12,(280+328j),280,328,431.2586231021937,167.5,46,11.5
303,1,12,(407+195j),407,195,451.3025592659541,167.75,47,11.75
312,1,12,(-954+574j),-954,574,1113.3696600859932,173.0,68,17.0
313,1,12,(-662+970j),-662,970,1174.3696181356192,173.25,69,17.25
314,1,12,(-249+1142j),-249,1142,1168.8306121932296,173.5,70,17.5
315,1,12,(212+1128j),212,1128,1147.749101502589,173.75,71,17.75
324,1,12,(278+292j),278,292,403.17241969162524,179.0,92,23.0
325,1,12,(374+151j),374,151,403.33236914485303,179.25,93,23.25
326,1,12,(428-28j),428,-28,428.9149099763262,179.5,94,23.5
327,1,12,(413-236j),413,-236,475.6732071496144,179.75,95,23.75
336,1,12,(45+1139j),45,1139,1139.8885910473882,185.0,116,29.0
337,1,12,(480+1082j),480,1082,1183.6908380147242,185.25,117,29.25
338,1,12,(875+767j),875,767,1163.5781022346544,185.5,118,29.5
339,1,12,(1087+360j),1087,360,1145.062880369458,185.75,119,29.75
348,1,12,(404-77j),404,-77,411.2724158024703,191.0,140,35.0
349,1,12,(334-252j),334,-252,418.4017208377614,191.25,141,35.25
350,1,12,(213-382j),213,-382,437.3705522780426,191.5,142,35.5
351,1,12,(29-455j),29,-455,455.9232391532592,191.75,143,35.75
360,1,12,(1010+486j),1010,486,1120.8461089730383,197.0,164,41.0
361,1,12,(1158+72j),1158,72,1160.2361828524397,197.25,165,41.25
362,1,12,(1078-430j),1078,-430,1160.596398409025,197.5,166,41.5
363,1,12,(814-812j),814,-812,1149.7564959590356,197.75,167,41.75
372,1,12,(129-398j),129,-398,418.3837950972767,203.0,188,47.0
373,1,12,(-56-411j),-56,-411,414.79754097631775,203.25,189,47.25
374,1,12,(-234-360j),-234,-360,429.36697590755625,203.5,190,47.5
375,1,12,(-387-223j),-387,-223,446.65198980862044,203.75,191,47.75
384,1,12,(955-550j),955,-550,1102.0548988140292,209.0,212,53.0
385,1,12,(699-921j),699,-921,1156.2188374179,209.25,213,53.25
386,1,12,(228-1137j),228,-1137,1159.634856323317,209.5,214,53.5
387,1,12,(-236-1135j),-236,-1135,1159.2760672074621,209.75,215,53.75
396,1,12,(-274-311j),-274,-311,414.48401657965053,215.0,236,59.0
397,1,12,(-373-181j),-373,-181,414.59618908041114,215.25,237,59.25
398,1,12,(-434+10j),-434,10,434.11519208615584,215.5,238,59.5
399,1,12,(-418+187j),-418,187,457.92248252297026,215.75,239,59.75
408,1,12,(62-1121j),62,-1121,1122.7132314175335,221.0,260,65.0
409,1,12,(-443-1101j),-443,-1101,1186.7813614984018,221.25,261,65.25
410,1,12,(-828-841j),-828,-841,1180.1970174509,221.5,262,65.5
411,1,12,(-1089-385j),-1089,-385,1155.052379764658,221.75,263,65.75
420,1,12,(-405+64j),-405,64,410.0256089563187,227.0,284,71.0
421,1,12,(-355+221j),-355,221,418.1698219623219,227.25,285,71.25
422,1,12,(-230+375j),-230,375,439.9147644714826,227.5,286,71.5
423,1,12,(-73+453j),-73,453,458.8442001376938,227.75,287,71.75
432,1,12,(-832-721j),-832,-721,1100.9382362330778,233.0,308,77.0
433,1,12,(-1116-304j),-1116,-304,1156.6641690655072,233.25,309,77.25
434,1,12,(-1146+150j),-1146,150,1155.7750646211398,233.5,310,77.5
435,1,12,(-953+632j),-953,632,1143.5178179634981,233.75,311,77.75
444,1,12,(-176+382j),-176,382,420.5948168962618,239.0,332,83.0
445,1,12,(-17+422j),-17,422,422.34227825307755,239.25,333,83.25
446,1,12,(189+400j),189,400,442.4036618293298,239.5,334,83.5
447,1,12,(356+304j),356,304,468.1367321627304,239.75,335,83.75
456,1,12,(-1063+383j),-1063,383,1129.8929152800279,245.0,356,89.0
457,1,12,(-821+828j),-821,828,1166.0295879607859,245.25,357,89.25
458,1,12,(-440+1079j),-440,1079,1165.264347691115,245.5,358,89.5
459,1,12,(11+1156j),11,1156,1156.0523344554952,245.75,359,89.75
468,1,12,(219+357j),219,357,418.81977030699016,251.0,380,95.0
469,1,12,(340+247j),340,247,420.24873586960376,251.25,381,95.25
470,1,12,(425+87j),425,87,433.8133239078763,251.5,382,95.5
471,1,12,(442-119j),442,-119,457.73900860643283,251.75,383,95.75
480,1,12,(-298+1076j),-298,1076,1116.5034706618694,257.0,404,101.0
481,1,12,(152+1145j),152,1145,1155.045020767589,257.25,405,101.25
482,1,12,(649+962j),649,962,1160.4503436166494,257.5,406,101.5
483,1,12,(979+619j),979,619,1158.2754421984437,257.75,407,101.75
492,1,12,(417+32j),417,32,418.226015450976,263.0,428,107.0
493,1,12,(382-159j),382,-159,413.7692593704854,263.25,429,107.25
494,1,12,(289-326j),289,-326,435.65697515361785,263.5,430,107.5
495,1,12,(120-449j),120,-449,464.7590773723521,263.75,431,107.75
504,1,12,(770+807j),770,807,1115.4142728152622,269.0,452,113.0
505,1,12,(1055+465j),1055,465,1152.9310473744733,269.25,453,113.25
506,1,12,(1142-46j),1142,-46,1142.9260693500696,269.5,454,113.5
507,1,12,(1017-499j),1017,-499,1132.8239051150006,269.75,455,113.75
516,1,12,(195-362j),195,-362,411.1800092416945,275.0,476,119.0
517,1,12,(17-412j),17,-412,412.35057899801717,275.25,477,119.25
518,1,12,(-165-392j),-165,-392,425.31047482985883,275.5,478,119.5
519,1,12,(-348-293j),-348,-293,454.920872240437,275.75,479,119.75
528,1,12,(1092-315j),1092,-315,1136.524966729724,281.0,500,125.0
529,1,12,(930-735j),930,-735,1185.379686007821,281.25,501,125.25
530,1,12,(524-1050j),524,-1050,1173.4888154558612,281.5,502,125.5
531,1,12,(73-1164j),73,-1164,1166.28684293359,281.75,503,125.75
540,1,12,(-155-386j),-155,-386,415.95793056509933,287.0,524,131.0
541,1,12,(-287-296j),-287,-296,412.2923719886168,287.25,525,131.25
542,1,12,(-403-132j),-403,-132,424.0672116540018,287.5,526,131.5
543,1,12,(-441+43j),-441,43,443.0914126904289,287.75,527,131.75
552,1,12,(421-1005j),421,-1005,1089.6173640319798,293.0,548,137.0
553,1,12,(-76-1142j),-76,-1142,1144.5261028041257,293.25,549,137.25
554,1,12,(-528-1024j),-528,-1024,1152.1111057532603,293.5,550,137.5
555,1,12,(-931-685j),-931,-685,1155.8486060033988,293.75,551,137.75
564,1,12,(-402-57j),-402,-57,406.02093542082287,299.0,572,143.0
565,1,12,(-391+109j),-391,109,405.9088567646683,299.25,573,143.25
566,1,12,(-312+301j),-312,301,433.5262391136204,299.5,574,143.5
567,1,12,(-176+429j),-176,429,463.69925598387584,299.75,575,143.75
576,1,12,(-778-838j),-778,-838,1143.4719060825237,305.0,596,149.0
