,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
8,0,0,(-113-31j),-113,-31,117.17508267545622,13.0,52,13.0
9,0,0,(-124+25j),-124,25,126.49505919204908,13.25,53,13.25
10,0,0,(-109+69j),-109,69,129.00387591076478,13.5,54,13.5
11,0,0,(-76+103j),-76,103,128.00390619039717,13.75,55,13.75
20,0,0,(75-44j),75,-44,86.95401083331349,19.0,76,19.0
21,0,0,(49-69j),49,-69,84.62860036654276,19.25,77,19.25
22,0,0,(18-81j),18,-81,82.97590011563598,19.5,78,19.5
23,0,0,(-16-81j),-16,-81,82.56512580987206,19.75,79,19.75
32,0,0,(-119-17j),-119,-17,120.20815280171308,25.0,100,25.0
33,0,0,(-121+29j),-121,29,124.42668524074729,25.25,101,25.25
34,0,0,(-97+68j),-97,68,118.46096403457132,25.5,102,25.5
35,0,0,(-53+97j),-53,97,110.5350623105628,25.75,103,25.75
44,0,0,(72-51j),72,-51,88.23264701911646,31.0,124,31.0
45,0,0,(50-77j),50,-77,91.80958555619343,31.25,125,31.25
46,0,0,(17-88j),17,-88,89.62700485902673,31.5,126,31.5
47,0,0,(-15-84j),-15,-84,85.32877591996736,31.75,127,31.75
56,0,0,(-118-20j),-118,-20,119.68291440301745,37.0,148,37.0
57,0,0,(-124+35j),-124,35,128.84486796143648,37.25,149,37.25
58,0,0,(-104+78j),-104,78,130.0,37.5,150,37.5
59,0,0,(-66+110j),-66,110,128.2809416865966,37.75,151,37.75
68,0,0,(74-43j),74,-43,85.58621384311844,43.0,172,43.0
69,0,0,(50-72j),50,-72,87.65842800324451,43.25,173,43.25
70,0,0,(19-83j),19,-83,85.14693182963201,43.5,174,43.5
71,0,0,(-15-81j),-15,-81,82.37718130647589,43.75,175,43.75
80,0,0,(-111-24j),-111,-24,113.5649593844862,49.0,196,49.0
81,0,0,(-118+23j),-118,23,120.22063050907694,49.25,197,49.25
82,0,0,(-99+66j),-99,66,118.98319209031165,49.5,198,49.5
83,0,0,(-56+98j),-56,98,112.8716084761797,49.75,199,49.75
92,0,0,(77-40j),77,-40,86.76981041814025,55.0,220,55.0
93,0,0,(54-67j),54,-67,86.05230967266364,55.25,221,55.25
94,0,0,(20-80j),20,-80,82.46211251235322,55.5,222,55.5
95,0,0,(-12-76j),-12,-76,76.94153624668537,55.75,223,55.75
104,0,0,(-114-24j),-114,-24,116.49892703368559,61.0,244,61.0
