,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
0,0,0,(46+73j),46,73,86.28441342444185,9.0,36,9.0
1,0,0,(75+47j),75,47,88.50988645343524,9.25,37,9.25
2,0,0,(88+17j),88,17,89.62700485902673,9.5,38,9.5
3,0,0,(87-18j),87,-18,88.84255736976509,9.75,39,9.75
12,0,0,(16+3j),16,3,16.278820596099706,15.0,60,15.0
13,0,0,(18-2j),18,-2,18.110770276274835,15.25,61,15.25
14,0,0,(17-8j),17,-8,18.788294228055936,15.5,62,15.5
15,0,0,(11-16j),11,-16,19.4164878389476,15.75,63,15.75
24,0,0,(74+26j),74,26,78.43468620451031,21.0,84,21.0
25,0,0,(93+9j),93,9,93.43446901438462,21.25,85,21.25
26,0,0,(87-29j),87,-29,91.706052144883,21.5,86,21.5
27,0,0,(63-64j),63,-64,89.80534505250787,21.75,87,21.75
36,0,0,(13-9j),13,-9,15.811388300841896,27.0,108,27.0
37,0,0,(8-16j),8,-16,17.88854381999832,27.25,109,27.25
38,0,0,(2-23j),2,-23,23.08679276123039,27.5,110,27.5
39,0,0,(-6-24j),-6,-24,24.73863375370596,27.75,111,27.75
48,0,0,(71-19j),71,-19,73.49829930005184,33.0,132,33.0
49,0,0,(79-44j),79,-44,90.4267659490264,33.25,133,33.25
50,0,0,(59-70j),59,-70,91.54780172128658,33.5,134,33.5
51,0,0,(23-89j),23,-89,91.92388155425118,33.75,135,33.75
60,0,0,(10-16j),10,-16,18.867962264113206,39.0,156,39.0
61,0,0,(2-17j),2,-17,17.11724276862369,39.25,157,39.25
62,0,0,(-5-17j),-5,-17,17.72004514666935,39.5,158,39.5
63,0,0,(-11-15j),-11,-15,18.601075237738275,39.75,159,39.75
72,0,0,(47-67j),47,-67,81.8413098624405,45.0,180,45.0
73,0,0,(34-89j),34,-89,95.2732911156112,45.25,181,45.25
74,0,0,(-5-92j),-5,-92,92.13576938409967,45.5,182,45.5
75,0,0,(-44-79j),-44,-79,90.4267659490264,45.75,183,45.75
84,0,0,(-4-19j),-4,-19,19.4164878389476,51.0,204,51.0
85,0,0,(-15-17j),-15,-17,22.67156809750927,51.25,205,51.25
86,0,0,(-25-10j),-25,-10,26.92582403567252,51.5,206,51.5
87,0,0,(-28-3j),-28,-3,28.160255680657446,51.75,207,51.75
96,0,0,(-7-69j),-7,-69,69.35416353759881,57.0,228,57.0
97,0,0,(-30-85j),-30,-85,90.13878188659973,57.25,229,57.25
98,0,0,(-59-76j),-59,-76,96.21330469326995,57.5,230,57.5
99,0,0,(-84-48j),-84,-48,96.74709297958259,57.75,231,57.75
108,0,0,(-14-15j),-14,-15,20.518284528683193,63.0,252,63.0
109,0,0,(-17-10j),-17,-10,19.72308292331602,63.25,253,63.25
110,0,0,(-20-5j),-20,-5,20.615528128088304,63.5,254,63.5
111,0,0,(-22+3j),-22,3,22.20360331117452,63.75,255,63.75
120,0,0,(-62-50j),-62,-50,79.64923100695951,69.0,276,69.0
121,0,0,(-84-43j),-84,-43,94.36630754670864,69.25,277,69.25
122,0,0,(-94-11j),-94,-11,94.64142856064674,69.5,278,69.5
123,0,0,(-86+26j),-86,26,89.8443097808648,69.75,279,69.75
132,0,0,(-13-3j),-13,-3,13.341664064126334,75.0,300,75.0
133,0,0,(-15+2j),-15,2,15.132745950421556,75.25,301,75.25
134,0,0,(-17+8j),-17,8,18.788294228055936,75.5,302,75.5
135,0,0,(-15+13j),-15,13,19.849433241279208,75.75,303,75.75
144,0,0,(-73-14j),-73,-14,74.33034373659252,81.0,324,81.0
145,0,0,(-92+6j),-92,6,92.19544457292888,81.25,325,81.25
146,0,0,(-85+37j),-85,37,92.70382947861431,81.5,326,81.5
147,0,0,(-63+68j),-63,68,92.69843580125827,81.75,327,81.75
156,0,0,(-17+3j),-17,3,17.26267650163207,87.0,348,87.0
157,0,0,(-13+8j),-13,8,15.264337522473747,87.25,349,87.25
158,0,0,(-8+15j),-8,15,17.0,87.5,350,87.5
159,0,0,(2+20j),2,20,20.09975124224178,87.75,351,87.75
168,0,0,(-70+29j),-70,29,75.76938695805846,93.0,372,93.0
169,0,0,(-74+51j),-74,51,89.87213138676528,93.25,373,93.25
170,0,0,(-49+75j),-49,75,89.58794561770016,93.5,374,93.5
171,0,0,(-13+87j),-13,87,87.96590248499699,93.75,375,93.75
