,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
4,0,33,(-71+67j),-71,67,97.62171889492625,11.0,44,11.0
5,0,33,(-37+93j),-37,93,100.08995953640904,11.25,45,11.25
6,0,33,(5+104j),5,104,104.12012293500234,11.5,46,11.5
7,0,33,(42+95j),42,95,103.87011119662864,11.75,47,11.75
16,0,33,(-65-86j),-65,-86,107.80074211247342,17.0,68,17.0
17,0,33,(-98-59j),-98,-59,114.38968484964018,17.25,69,17.25
18,0,33,(-112-15j),-112,-15,113.0,17.5,70,17.5
19,0,33,(-104+29j),-104,29,107.96758772891057,17.75,71,17.75
28,0,33,(26+91j),26,91,94.64142856064674,23.0,92,23.0
29,0,33,(56+76j),56,76,94.40338976964757,23.25,93,23.25
30,0,33,(82+49j),82,49,95.524865872714,23.5,94,23.5
31,0,33,(97+16j),97,16,98.3107318658548,23.75,95,23.75
40,0,33,(-104+16j),-104,16,105.22357150372724,29.0,116,29.0
41,0,33,(-92+58j),-92,58,108.75660899458019,29.25,117,29.25
42,0,33,(-63+86j),-63,86,106.60675400742676,29.5,118,29.5
43,0,33,(-28+98j),-28,98,101.92153844992725,29.75,119,29.75
52,0,33,(93+25j),93,25,96.30160954002794,35.0,140,35.0
53,0,33,(97-18j),97,-18,98.65596788841515,35.25,141,35.25
54,0,33,(83-59j),83,-59,101.83319694480774,35.5,142,35.5
55,0,33,(55-86j),55,-86,102.08329931972223,35.75,143,35.75
64,0,33,(-36+100j),-36,100,106.28264204469139,41.0,164,41.0
65,0,33,(12+109j),12,109,109.65856099730654,41.25,165,41.25
66,0,33,(51+94j),51,94,106.94391053257777,41.5,166,41.5
67,0,33,(84+63j),84,63,105.0,41.75,167,41.75
76,0,33,(69-72j),69,-72,99.72462083156798,47.0,188,47.0
77,0,33,(34-93j),34,-93,99.02019995940222,47.25,189,47.25
78,0,33,(-4-99j),-4,-99,99.08077512817509,47.5,190,47.5
79,0,33,(-48-88j),-48,-88,100.23971268913334,47.75,191,47.75
88,0,33,(81+75j),81,75,110.39021695784459,53.0,212,53.0
89,0,33,(107+36j),107,36,112.89375536317321,53.25,213,53.25
90,0,33,(109-3j),109,-3,109.04127658827184,53.5,214,53.5
91,0,33,(93-44j),93,-44,102.88342918079665,53.75,215,53.75
100,0,33,(-43-90j),-43,-90,99.74467404327912,59.0,236,59.0
101,0,33,(-77-65j),-77,-65,100.7670581092849,59.25,237,59.25
102,0,33,(-95-33j),-95,-33,100.56838469419701,59.5,238,59.5
103,0,33,(-99+8j),-99,8,99.32270636667126,59.75,239,59.75
112,0,33,(95-31j),95,-31,99.92997548283498,65.0,260,65.0
113,0,33,(75-76j),75,-76,106.77546534667971,65.25,261,65.25
114,0,33,(38-98j),38,-98,105.1094667477673,65.5,262,65.5
115,0,33,(-11-103j),-11,-103,103.58571330062848,65.75,263,65.75
124,0,33,(-96-6j),-96,-6,96.18731725128839,71.0,284,71.0
125,0,33,(-88+31j),-88,31,93.30058949438637,71.25,285,71.25
126,0,33,(-66+67j),-66,67,94.04786015641186,71.5,286,71.5
127,0,33,(-29+94j),-29,94,98.37174391053561,71.75,287,71.75
136,0,33,(26-110j),26,-110,113.03096920755833,77.0,308,77.0
137,0,33,(-18-115j),-18,-115,116.40017182117903,77.25,309,77.25
138,0,33,(-62-93j),-62,-93,111.77208953938367,77.5,310,77.5
139,0,33,(-92-52j),-92,-52,105.67875850898325,77.75,311,77.75
148,0,33,(-45+85j),-45,85,96.17692030835673,83.0,332,83.0
149,0,33,(-13+97j),-13,97,97.86725703727473,83.25,333,83.25
150,0,33,(28+97j),28,97,100.96038827183659,83.5,334,83.5
151,0,33,(64+79j),64,79,101.67103815738285,83.75,335,83.75
160,0,33,(-83-65j),-83,-65,105.4229576515476,89.0,356,89.0
161,0,33,(-108-27j),-108,-27,111.32385189167684,89.25,357,89.25
162,0,33,(-110+20j),-110,20,111.80339887498948,89.5,358,89.5
163,0,33,(-93+58j),-93,58,109.60383204979651,89.75,359,89.75
172,0,33,(53+84j),53,84,99.32270636667126,95.0,380,95.0
173,0,33,(83+58j),83,58,101.25709851659784,95.25,381,95.25
174,0,33,(103+17j),103,17,104.39348638684312,95.5,382,95.5
175,0,33,(103-24j),103,-24,105.75916035975324,95.75,383,95.75
184,0,33,(-92+53j),-92,53,106.17438485811914,101.0,404,101.0
185,0,33,(-66+93j),-66,93,114.03946685248927,101.25,405,101.25
186,0,33,(-26+107j),-26,107,110.11357772772621,101.5,406,101.5
187,0,33,(11+105j),11,105,105.57461816175325,101.75,407,101.75
196,0,33,(100-16j),100,-16,101.27191120937731,107.0,428,107.0
197,0,33,(90-59j),90,-59,107.61505470890214,107.25,429,107.25
198,0,33,(59-89j),59,-89,106.78014796768171,107.5,430,107.5
199,0,33,(19-101j),19,-101,102.77159140540736,107.75,431,107.75
208,0,33,(-4+104j),-4,104,104.0768946500615,113.0,452,113.0
209,0,33,(43+99j),43,99,107.93516572461452,113.25,453,113.25
210,0,33,(75+76j),75,76,106.77546534667971,113.5,454,113.5
211,0,33,(97+35j),97,35,103.12128781197411,113.75,455,113.75
220,0,33,(18-99j),18,-99,100.62305898749054,119.0,476,119.0
221,0,33,(-26-95j),-26,-95,98.49365461794989,119.25,477,119.25
222,0,33,(-59-77j),-59,-77,97.0051545022222,119.5,478,119.5
223,0,33,(-85-44j),-85,-44,95.71311299921238,119.75,479,119.75
232,0,33,(97+54j),97,54,111.01801655587259,125.0,500,125.0
233,0,33,(116+5j),116,5,116.1077086157504,125.25,501,125.25
234,0,33,(106-37j),106,-37,112.27199116431488,125.5,502,125.5
235,0,33,(76-73j),76,-73,105.38026380684383,125.75,503,125.75
244,0,33,(-76-59j),-76,-59,96.21330469326995,131.0,524,131.0
245,0,33,(-98-26j),-98,-26,101.39033484509261,131.25,525,131.25
246,0,33,(-101+9j),-101,9,101.40019723846694,131.5,526,131.5
247,0,33,(-87+49j),-87,49,99.84988733093293,131.75,527,131.75
256,0,33,(93-60j),93,-60,110.6752004741803,137.0,548,137.0
257,0,33,(55-100j),55,-100,114.12712210513327,137.25,549,137.25
258,0,33,(9-111j),9,-111,111.36426715962351,137.5,550,137.5
259,0,33,(-40-100j),-40,-100,107.70329614269008,137.75,551,137.75
268,0,33,(-96+31j),-96,31,100.88111815399351,143.0,572,143.0
269,0,33,(-83+64j),-83,64,104.80935072788114,143.25,573,143.25
270,0,33,(-51+91j),-51,91,104.31682510506155,143.5,574,143.5
271,0,33,(-8+103j),-8,103,103.31021246711285,143.75,575,143.75
280,0,33,(-6-106j),-6,-106,106.16967551989597,149.0,596,149.0
281,0,33,(-49-99j),-49,-99,110.46266337545913,149.25,597,149.25
282,0,33,(-85-69j),-85,-69,109.48059188732951,149.5,598,149.5
283,0,33,(-105-22j),-105,-22,107.28000745712129,149.75,599,149.75
300,1,31,(7+76j),7,76,76.32168761236873,167.0,44,11.0
301,1,31,(35+68j),35,68,76.47875521999558,167.25,45,11.25
302,1,31,(59+49j),59,49,76.69419795525604,167.5,46,11.5
303,1,31,(73+27j),73,27,77.83315488916018,167.75,47,11.75
312,1,31,(-89-46j),-89,-46,100.18482919085105,173.0,68,17.0
313,1,31,(-109+10j),-109,10,109.45775440780794,173.25,69,17.25
314,1,31,(-102+57j),-102,57,116.84605256490268,173.5,70,17.5
315,1,31,(-70+93j),-70,93,116.40017182117903,173.75,71,17.75
324,1,31,(43+67j),43,67,79.61155694998057,179.0,92,23.0
325,1,31,(63+51j),63,51,81.05553651663777,179.25,93,23.25
326,1,31,(77+24j),77,24,80.65358020571685,179.5,94,23.5
327,1,31,(81-7j),81,-7,81.30190649671138,179.75,95,23.75
336,1,31,(-97-7j),-97,-7,97.25224933131366,185.0,116,29.0
337,1,31,(-94+54j),-94,54,108.40664186294121,185.25,117,29.25
338,1,31,(-64+94j),-64,94,113.718951806636,185.5,118,29.5
339,1,31,(-24+108j),-24,108,110.63453348751464,185.75,119,29.75
348,1,31,(68+37j),68,37,77.41446893184762,191.0,140,35.0
349,1,31,(78+5j),78,5,78.16009211867653,191.25,141,35.25
350,1,31,(78-28j),78,-28,82.87339742040264,191.5,142,35.5
351,1,31,(62-62j),62,-62,87.68124086713189,191.75,143,35.75
360,1,31,(-55+77j),-55,77,94.62557793746889,197.0,164,41.0
361,1,31,(-13+107j),-13,107,107.78682665335315,197.25,165,41.25
362,1,31,(36+110j),36,110,115.7410903698423,197.5,166,41.5
363,1,31,(71+90j),71,90,114.63420083029322,197.75,167,41.75
372,1,31,(83-17j),83,-17,84.72307831990054,203.0,188,47.0
373,1,31,(70-47j),70,-47,84.31488599292535,203.25,189,47.25
374,1,31,(49-67j),49,-67,83.00602387778854,203.5,190,47.5
375,1,31,(19-79j),19,-79,81.25269226308751,203.75,191,47.75
384,1,31,(-32+91j),-32,91,96.46242791885346,209.0,212,53.0
385,1,31,(20+101j),20,101,102.96115772464877,209.25,213,53.25
386,1,31,(66+87j),66,87,109.20164833920778,209.5,214,53.5
387,1,31,(92+58j),92,58,108.75660899458019,209.75,215,53.75
396,1,31,(64-44j),64,-44,77.6659513557904,215.0,236,59.0
397,1,31,(43-68j),43,-68,80.45495634204272,215.25,237,59.25
398,1,31,(14-82j),14,-82,83.18653737234169,215.5,238,59.5
399,1,31,(-17-83j),-17,-83,84.72307831990054,215.75,239,59.75
408,1,31,(22+96j),22,96,98.48857801796105,221.0,260,65.0
409,1,31,(75+78j),75,78,108.2081327812286,221.25,261,65.25
410,1,31,(103+44j),103,44,112.0044641967453,221.5,262,65.5
411,1,31,(109-2j),109,-2,109.01834707974616,221.75,263,65.75
420,1,31,(28-79j),28,-79,83.81527307120105,227.0,284,71.0
421,1,31,(-3-83j),-3,-83,83.05419917138447,227.25,285,71.25
422,1,31,(-39-73j),-39,-73,82.76472678623425,227.5,286,71.5
423,1,31,(-66-53j),-66,-53,84.64632301523794,227.75,287,71.75
432,1,31,(65+79j),65,79,102.30347012687302,233.0,308,77.0
433,1,31,(106+37j),106,37,112.27199116431488,233.25,309,77.25
434,1,31,(115-8j),115,-8,115.27792503337315,233.5,310,77.5
435,1,31,(96-55j),96,-55,110.63905277974861,233.75,311,77.75
444,1,31,(-18-78j),-18,-78,80.049984384758,239.0,332,83.0
445,1,31,(-42-66j),-42,-66,78.23042886243178,239.25,333,83.25
446,1,31,(-65-43j),-65,-43,77.93587107359485,239.5,334,83.5
447,1,31,(-78-15j),-78,-15,79.42921376924235,239.75,335,83.75
456,1,31,(103+9j),103,9,103.39245620450265,245.0,356,89.0
457,1,31,(99-52j),99,-52,111.8257573191436,245.25,357,89.25
458,1,31,(71-92j),71,-92,116.21101496846157,245.5,358,89.5
459,1,31,(24-113j),24,-113,115.52056094046635,245.75,359,89.75
468,1,31,(-68-52j),-68,-52,85.60373823613078,251.0,380,95.0
469,1,31,(-81-22j),-81,-22,83.93449827097318,251.25,381,95.25
470,1,31,(-83+15j),-83,15,84.34453153583817,251.5,382,95.5
471,1,31,(-69+47j),-69,47,83.48652585896721,251.75,383,95.75
480,1,31,(90-48j),90,-48,102.0,257.0,404,101.0
481,1,31,(57-100j),57,-100,115.10430052782563,257.25,405,101.25
482,1,31,(11-122j),11,-122,122.494897852931,257.5,406,101.5
483,1,31,(-30-116j),-30,-116,119.81652640600127,257.75,407,101.75
492,1,31,(-81-21j),-81,-21,83.67795408588812,263.0,428,107.0
493,1,31,(-80+18j),-80,18,82.0,263.25,429,107.25
494,1,31,(-68+50j),-68,50,84.40379138403677,263.5,430,107.5
495,1,31,(-45+76j),-45,76,88.32326986700618,263.75,431,107.75
504,1,31,(49-79j),49,-79,92.9623579735368,269.0,452,113.0
505,1,31,(8-103j),8,-103,103.31021246711285,269.25,453,113.25
506,1,31,(-40-102j),-40,-102,109.5627673984187,269.5,454,113.5
507,1,31,(-75-79j),-75,-79,108.93117092916977,269.75,455,113.75
516,1,31,(-71+32j),-71,32,77.87810988975015,275.0,476,119.0
517,1,31,(-53+64j),-53,64,83.09632964216891,275.25,477,119.25
518,1,31,(-29+81j),-29,81,86.03487664894976,275.5,478,119.5
519,1,31,(4+88j),4,88,88.09086218218096,275.75,479,119.75
528,1,31,(1-102j),1,-102,102.00490184299969,281.0,500,125.0
529,1,31,(-49-98j),-49,-98,109.5673308974897,281.25,501,125.25
530,1,31,(-90-70j),-90,-70,114.0175425099138,281.5,502,125.5
531,1,31,(-108-33j),-108,-33,112.92918134831227,281.75,503,125.75
540,1,31,(-56+52j),-56,52,76.4198926981712,287.0,524,131.0
541,1,31,(-31+71j),-31,71,77.47257579298626,287.25,525,131.25
542,1,31,(2+78j),2,78,78.02563681252464,287.5,526,131.5
543,1,31,(33+73j),33,73,80.11242100947892,287.75,527,131.75
552,1,31,(-61-73j),-61,-73,95.13148795220224,293.0,548,137.0
553,1,31,(-102-33j),-102,-33,107.20541031123382,293.25,549,137.25
554,1,31,(-112+10j),-112,10,112.44554237496477,293.5,550,137.5
555,1,31,(-96+56j),-96,56,111.13955191559843,293.75,551,137.75
564,1,31,(20+83j),20,83,85.37564055396598,299.0,572,143.0
565,1,31,(47+70j),47,70,84.31488599292535,299.25,573,143.25
566,1,31,(70+47j),70,47,84.31488599292535,299.5,574,143.5
567,1,31,(78+21j),78,21,80.77747210701756,299.75,575,143.75
576,1,31,(-85-52j),-85,-52,99.64436762808022,305.0,596,149.0
577,1,31,(-106+0j),-106,0,106.0,305.25,597,149.25
578,1,31,(-100+46j),-100,46,110.07270324653611,305.5,598,149.5
579,1,31,(-68+87j),-68,87,110.42191811411355,305.75,599,149.75
596,2,26,(-18+78j),-18,78,80.049984384758,323.0,44,11.0
597,2,26,(16+78j),16,78,79.62411694957753,323.25,45,11.25
598,2,26,(54+60j),54,60,80.72174428244226,323.5,46,11.5
599,2,26,(78+31j),78,31,83.93449827097318,323.75,47,11.75
608,2,26,(-91+34j),-91,34,97.14422267947796,329.0,68,17.0
609,2,26,(-73+73j),-73,73,103.23759005323593,329.25,69,17.25
610,2,26,(-39+93j),-39,93,100.84641788382967,329.5,70,17.5
611,2,26,(8+97j),8,97,97.32933781753577,329.75,71,17.75
620,2,26,(59+49j),59,49,76.69419795525604,335.0,92,23.0
621,2,26,(74+19j),74,19,76.40026177965623,335.25,93,23.25
622,2,26,(78-15j),78,-15,79.42921376924235,335.5,94,23.5
623,2,26,(67-49j),67,-49,83.00602387778854,335.75,95,23.75
632,2,26,(-26+88j),-26,88,91.76055797563569,341.0,116,29.0
633,2,26,(12+96j),12,96,96.74709297958259,341.25,117,29.25
634,2,26,(52+81j),52,81,96.25487000666512,341.5,118,29.5
635,2,26,(80+50j),80,50,94.33981132056604,341.75,119,29.75
644,2,26,(77-3j),77,-3,77.05841939723393,347.0,140,35.0
645,2,26,(70-31j),70,-31,76.55716818169282,347.25,141,35.25
646,2,26,(50-57j),50,-57,75.82216034906945,347.5,142,35.5
647,2,26,(23-74j),23,-74,77.4919350642375,347.75,143,35.75
656,2,26,(45+77j),45,77,89.1852005660132,353.0,164,41.0
657,2,26,(86+51j),86,51,99.98499887483122,353.25,165,41.25
658,2,26,(102+13j),102,13,102.82509421342633,353.5,166,41.5
659,2,26,(99-35j),99,-35,105.00476179678711,353.75,167,41.75
668,2,26,(47-66j),47,-66,81.02468759581859,359.0,188,47.0
669,2,26,(17-79j),17,-79,80.8084154033477,359.25,189,47.25
670,2,26,(-12-79j),-12,-79,79.90619500389191,359.5,190,47.5
671,2,26,(-43-63j),-43,-63,76.27581530209953,359.75,191,47.75
680,2,26,(100+4j),100,4,100.07996802557443,365.0,212,53.0
681,2,26,(97-38j),97,-38,104.17773274553444,365.25,213,53.25
682,2,26,(68-75j),68,-75,101.23734488813898,365.5,214,53.5
683,2,26,(27-94j),27,-94,97.8008179924892,365.75,215,53.75
692,2,26,(-26-75j),-26,-75,79.37883848986453,371.0,236,59.0
