,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
8,0,4,(-479+422j),-479,422,638.3768479511142,13.0,52,13.0
9,0,4,(-277+614j),-277,614,673.5911222692888,13.25,53,13.25
10,0,4,(-23+653j),-23,653,653.4049280499803,13.5,54,13.5
11,0,4,(242+580j),242,580,628.4616137840083,13.75,55,13.75
20,0,4,(416-467j),416,-467,625.4158616472722,19.0,76,19.0
21,0,4,(234-625j),234,-625,667.3687136808257,19.25,77,19.25
22,0,4,(-44-645j),-44,-645,646.499033255271,19.5,78,19.5
23,0,4,(-291-555j),-291,-555,626.6625886392134,19.75,79,19.75
32,0,4,(-382+501j),-382,501,630.0198409574099,25.0,100,25.0
33,0,4,(-186+643j),-186,643,669.3616361877935,25.25,101,25.25
34,0,4,(94+639j),94,639,645.8769232601518,25.5,102,25.5
35,0,4,(330+525j),330,525,620.1007982578317,25.75,103,25.75
44,0,4,(319-540j),319,-540,627.1849806875161,31.0,124,31.0
45,0,4,(106-651j),106,-651,659.5733469448262,31.25,125,31.25
46,0,4,(-174-612j),-174,-612,636.2546659946786,31.5,126,31.5
47,0,4,(-398-473j),-398,-473,618.169070724183,31.75,127,31.75
56,0,4,(-216+592j),-216,592,630.1745789858553,37.0,148,37.0
57,0,4,(18+659j),18,659,659.2457811772481,37.25,149,37.25
58,0,4,(288+566j),288,566,635.0590523722971,37.5,150,37.5
59,0,4,(480+383j),480,383,614.075728229019,37.75,151,37.75
68,0,4,(154-603j),154,-603,622.3544006432348,43.0,172,43.0
69,0,4,(-89-643j),-89,-643,649.1301872506008,43.25,173,43.25
70,0,4,(-324-534j),-324,-534,624.6054754803228,43.5,174,43.5
71,0,4,(-523-295j),-523,-295,600.4614891897731,43.75,175,43.75
80,0,4,(-90+633j),-90,633,639.3660923133162,49.0,196,49.0
81,0,4,(144+651j),144,651,666.7360797197044,49.25,197,49.25
82,0,4,(364+521j),364,521,635.5603826545515,49.5,198,49.5
83,0,4,(548+265j),548,265,608.7109330380061,49.75,199,49.75
92,0,4,(45-636j),45,-636,637.5899936479556,55.0,220,55.0
93,0,4,(-205-644j),-205,-644,675.8409576224276,55.25,221,55.25
94,0,4,(-415-497j),-415,-497,647.4828183048567,55.5,222,55.5
95,0,4,(-565-218j),-565,-218,605.59805151602,55.75,223,55.75
104,0,4,(67+624j),67,624,627.5866474041652,61.0,244,61.0
105,0,4,(338+582j),338,582,673.0289741162709,61.25,245,61.25
106,0,4,(513+395j),513,395,647.4519287174917,61.5,246,61.5
107,0,4,(602+98j),602,98,609.924585502175,61.75,247,61.75
116,0,4,(-199-617j),-199,-617,648.297771089798,67.0,268,67.0
117,0,4,(-450-504j),-450,-504,675.6596776484446,67.25,269,67.25
118,0,4,(-583-286j),-583,-286,649.3727742983995,67.5,270,67.5
119,0,4,(-617-16j),-617,-16,617.2074205645943,67.75,271,67.75
128,0,4,(239+591j),239,591,637.496666657952,73.0,292,73.0
129,0,4,(476+465j),476,465,665.4329417755031,73.25,293,73.25
130,0,4,(592+241j),592,241,639.1752498337213,73.5,294,73.5
131,0,4,(611-27j),611,-27,611.5962720618888,73.75,295,73.75
140,0,4,(-383-503j),-383,-503,632.2167349888803,79.0,316,79.0
141,0,4,(-584-324j),-584,-324,667.856271962763,79.25,317,79.25
142,0,4,(-636-79j),-636,-79,640.8876656638041,79.5,318,79.5
143,0,4,(-578+186j),-578,186,607.1902502511055,79.75,319,79.75
152,0,4,(382+483j),382,483,615.8027281524498,85.0,340,85.0
153,0,4,(578+297j),578,297,649.8407497225762,85.25,341,85.25
154,0,4,(630+53j),630,53,632.2254344772915,85.5,342,85.5
155,0,4,(577-204j),577,-204,612.0008169929188,85.75,343,85.75
164,0,4,(-497-363j),-497,-363,615.4494292791244,91.0,364,91.0
165,0,4,(-634-157j),-634,-157,653.1500593278699,91.25,365,91.25
166,0,4,(-625+124j),-625,124,637.1820775885021,91.5,366,91.5
167,0,4,(-500+356j),-500,356,613.7882370981054,91.75,367,91.75
176,0,4,(502+386j),502,386,633.2456079595025,97.0,388,97.0
177,0,4,(644+195j),644,195,672.8751741593682,97.25,389,97.25
178,0,4,(643-82j),643,-82,648.2075284968541,97.5,390,97.5
179,0,4,(518-322j),518,-322,609.924585502175,97.75,391,97.75
188,0,4,(-546-290j),-546,-290,618.236200816484,103.0,412,103.0
189,0,4,(-647-65j),-647,-65,650.2568723204699,103.25,413,103.25
190,0,4,(-593+219j),-593,219,632.1471347716448,103.5,414,103.5
191,0,4,(-426+439j),-426,439,611.7164375754505,103.75,415,103.75
200,0,4,(598+213j),598,213,634.8015437914436,109.0,436,109.0
201,0,4,(669-24j),669,-24,669.4303548540356,109.25,437,109.25
202,0,4,(573-299j),573,-299,646.3203540041116,109.5,438,109.5
203,0,4,(363-497j),363,-497,615.4494292791244,109.75,439,109.75
212,0,4,(-637-132j),-637,-132,650.5328585090841,115.0,460,115.0
213,0,4,(-666+121j),-666,121,676.9025040580069,115.25,461,115.25
214,0,4,(-537+357j),-537,357,644.8395149182469,115.5,462,115.5
215,0,4,(-271+544j),-271,544,607.7639344350732,115.75,463,115.75
224,0,4,(631-7j),631,-7,631.0388260638168,121.0,484,121.0
225,0,4,(606-257j),606,-257,658.243875778575,121.25,485,121.25
226,0,4,(437-461j),437,-461,635.2086271454442,121.5,486,121.5
227,0,4,(150-589j),150,-589,607.8001316222299,121.75,487,121.75
236,0,4,(-616+106j),-616,106,625.0535977018291,127.0,508,127.0
237,0,4,(-552+341j),-552,341,648.8335687986558,127.25,509,127.25
238,0,4,(-358+514j),-358,514,626.386462178103,127.5,510,127.5
239,0,4,(-67+606j),-67,606,609.6925454686157,127.75,511,127.75
248,0,4,(610-102j),610,-102,618.4690776425285,133.0,532,133.0
249,0,4,(534-378j),534,-378,654.247659529631,133.25,533,133.25
250,0,4,(326-544j),326,-544,634.2018606090651,133.5,534,133.5
251,0,4,(20-613j),20,-613,613.3261774944879,133.75,535,133.75
260,0,4,(-606+121j),-606,121,617.9619729400831,139.0,556,139.0
261,0,4,(-528+386j),-528,386,654.0489278333846,139.25,557,139.25
262,0,4,(-320+540j),-320,540,627.6941930590086,139.5,558,139.5
263,0,4,(-48+598j),-48,598,599.9233284345593,139.75,559,139.75
272,0,4,(527-297j),527,-297,604.9280949005428,145.0,580,145.0
273,0,4,(365-527j),365,-527,641.0569397487246,145.25,581,145.25
274,0,4,(117-612j),117,-612,623.0834615041551,145.5,582,145.5
275,0,4,(-158-586j),-158,-586,606.9266842049376,145.75,583,145.75
284,0,4,(-527+328j),-527,328,620.7358536446884,151.0,604,151.0
285,0,4,(-360+540j),-360,540,648.9992295835181,151.25,605,151.25
286,0,4,(-114+614j),-114,614,624.4933946808404,151.5,606,151.5
287,0,4,(154+591j),154,591,610.7348033312004,151.75,607,151.75
304,1,20,(24+195j),24,195,196.4713719603953,169.0,52,13.0
305,1,20,(127+134j),127,134,184.6212338816963,169.25,53,13.25
306,1,20,(167+75j),167,75,183.06829326784035,169.5,54,13.5
307,1,20,(174+14j),174,14,174.56230979223437,169.75,55,13.75
316,1,20,(-28-202j),-28,-202,203.93136100168604,175.0,76,19.0
317,1,20,(-117-142j),-117,-142,183.99184764548673,175.25,77,19.25
318,1,20,(-164-80j),-164,-80,182.4719156473127,175.5,78,19.5
319,1,20,(-175-26j),-175,-26,176.92088627406318,175.75,79,19.75
328,1,20,(-9+200j),-9,200,200.2023975880409,181.0,100,25.0
329,1,20,(93+161j),93,161,185.930094390338,181.25,101,25.25
330,1,20,(146+113j),146,113,184.6212338816963,181.5,102,25.5
331,1,20,(167+52j),167,52,174.9085475327035,181.75,103,25.75
340,1,20,(20-206j),20,-206,206.9685966517626,187.0,124,31.0
341,1,20,(-91-157j),-91,-157,181.46625030566977,187.25,125,31.25
342,1,20,(-143-105j),-143,-105,177.40913167027227,187.5,126,31.5
343,1,20,(-163-41j),-163,-41,168.0773631397161,187.75,127,31.75
352,1,20,(-43+191j),-43,191,195.78048932414077,193.0,148,37.0
353,1,20,(75+158j),75,158,174.89711261195822,193.25,149,37.25
354,1,20,(133+116j),133,116,176.47946056127893,193.5,150,37.5
355,1,20,(164+64j),164,64,176.0454486773231,193.75,151,37.75
364,1,20,(-3-200j),-3,-200,200.02249873451737,199.0,172,43.0
365,1,20,(-105-156j),-105,-156,188.04520733057782,199.25,173,43.25
366,1,20,(-156-100j),-156,-100,185.29975715040752,199.5,174,43.5
367,1,20,(-170-47j),-170,-47,176.3774361986249,199.75,175,43.75
376,1,20,(-23+194j),-23,194,195.35864454894235,205.0,196,49.0
377,1,20,(78+163j),78,163,180.70141117323905,205.25,197,49.25
378,1,20,(132+117j),132,117,176.3887751530692,205.5,198,49.5
379,1,20,(158+53j),158,53,166.652332716947,205.75,199,49.75
388,1,20,(46-196j),46,-196,201.32560691576222,211.0,220,55.0
389,1,20,(-72-168j),-72,-168,182.7785545407338,211.25,221,55.25
390,1,20,(-132-125j),-132,-125,181.79383927955314,211.5,222,55.5
391,1,20,(-162-64j),-162,-64,174.18381095842403,211.75,223,55.75
400,1,20,(-59+190j),-59,190,198.94974239742055,217.0,244,61.0
401,1,20,(55+168j),55,168,176.77386684688435,217.25,245,61.25
402,1,20,(116+128j),116,128,172.74258305351347,217.5,246,61.5
403,1,20,(149+75j),149,75,166.8112706024386,217.75,247,61.75
412,1,20,(65-188j),65,-188,198.91958174096385,223.0,268,67.0
413,1,20,(-44-183j),-44,-183,188.2153022471871,223.25,269,67.25
414,1,20,(-116-150j),-116,-150,189.62067397834025,223.5,270,67.5
415,1,20,(-153-103j),-153,-103,184.43969204051496,223.75,271,67.75
424,1,20,(-85+184j),-85,184,202.68448386593386,229.0,292,73.0
425,1,20,(19+179j),19,179,180.00555546982432,229.25,293,73.25
426,1,20,(83+151j),83,151,172.30786401090347,229.5,294,73.5
427,1,20,(126+101j),126,101,161.48374531202822,229.75,295,73.75
436,1,20,(84-188j),84,-188,205.91260281974002,235.0,316,79.0
437,1,20,(-37-192j),-37,-192,195.5326059765992,235.25,317,79.25
438,1,20,(-98-163j),-98,-163,190.19200824430033,235.5,318,79.5
439,1,20,(-137-110j),-137,-110,175.6957597667058,235.75,319,79.75
448,1,20,(-110+181j),-110,181,211.80415482232638,241.0,340,85.0
449,1,20,(9+187j),9,187,187.21645226849054,241.25,341,85.25
450,1,20,(79+162j),79,162,180.23595645708434,241.5,342,85.5
451,1,20,(123+118j),123,118,170.4494059831245,241.75,343,85.75
460,1,20,(88-170j),88,-170,191.42622599842477,247.0,364,91.0
461,1,20,(-12-181j),-12,-181,181.39735389470266,247.25,365,91.25
462,1,20,(-85-164j),-85,-164,184.7187050625897,247.5,366,91.5
463,1,20,(-125-126j),-125,-126,177.48521065147935,247.75,367,91.75
472,1,20,(-114+158j),-114,158,194.83326204732086,253.0,388,97.0
473,1,20,(-12+186j),-12,186,186.3866948041088,253.25,389,97.25
474,1,20,(53+175j),53,175,182.84966502567076,253.5,390,97.5
475,1,20,(102+135j),102,135,169.2010638264429,253.75,391,97.75
484,1,20,(101-166j),101,-166,194.31160541768986,259.0,412,103.0
485,1,20,(-23-186j),-23,-186,187.41664813991312,259.25,413,103.25
486,1,20,(-89-168j),-89,-168,190.11838417154718,259.5,414,103.5
487,1,20,(-130-123j),-130,-123,178.96647730790255,259.75,415,103.75
496,1,20,(-137+154j),-137,154,206.11889772653063,265.0,436,109.0
497,1,20,(-16+175j),-16,175,175.72990639046048,265.25,437,109.25
498,1,20,(57+160j),57,160,169.84993376507393,265.5,438,109.5
499,1,20,(108+126j),108,126,165.95180023127196,265.75,439,109.75
508,1,20,(118-161j),118,-161,199.6121238802894,271.0,460,115.0
509,1,20,(17-182j),17,-182,182.7922317824256,271.25,461,115.25
510,1,20,(-58-171j),-58,-171,180.56854654119581,271.5,462,115.5
511,1,20,(-102-139j),-102,-139,172.40939649566667,271.75,463,115.75
520,1,20,(-146+131j),-146,131,196.1555505204989,277.0,484,121.0
521,1,20,(-48+165j),-48,165,171.84004189943624,277.25,485,121.25
522,1,20,(24+168j),24,168,169.7056274847714,277.5,486,121.5
523,1,20,(85+146j),85,146,168.94081803992782,277.75,487,121.75
532,1,20,(156-119j),156,-119,196.2065238466856,283.0,508,127.0
533,1,20,(44-174j),44,-174,179.47701802737865,283.25,509,127.25
534,1,20,(-25-178j),-25,-178,179.7470444819608,283.5,510,127.5
535,1,20,(-83-150j),-83,-150,171.4322023425004,283.75,511,127.75
544,1,20,(-138+134j),-138,134,192.35384061671346,289.0,532,133.0
545,1,20,(-31+173j),-31,173,175.75551200460256,289.25,533,133.25
546,1,20,(33+173j),33,173,176.11927776367924,289.5,534,133.5
547,1,20,(79+151j),79,151,170.41713528867922,289.75,535,133.75
556,1,20,(160-114j),160,-114,196.45864704817652,295.0,556,139.0
557,1,20,(65-170j),65,-170,182.00274723201295,295.25,557,139.25
558,1,20,(-17-181j),-17,-181,181.79658962697843,295.5,558,139.5
559,1,20,(-75-158j),-75,-158,174.89711261195822,295.75,559,139.75
568,1,20,(-145+120j),-145,120,188.2153022471871,301.0,580,145.0
569,1,20,(-44+168j),-44,168,173.6663467687393,301.25,581,145.25
570,1,20,(25+178j),25,178,179.7470444819608,301.5,582,145.5
571,1,20,(80+156j),80,156,175.31685600648902,301.75,583,145.75
580,1,20,(169-104j),169,-104,198.4363877921587,307.0,604,151.0
581,1,20,(72-166j),72,-166,180.94197965093673,307.25,605,151.25
582,1,20,(4-178j),4,-178,178.04493814764857,307.5,606,151.5
583,1,20,(-60-162j),-60,-162,172.75416058665562,307.75,607,151.75
600,2,7,(-163+119j),-163,119,201.81674856165927,325.0,52,13.0
601,2,7,(-72+164j),-72,164,179.10890541790488,325.25,53,13.25
602,2,7,(6+172j),6,172,172.10461934532728,325.5,54,13.5
