,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
4,0,4,(431+12j),431,12,431.16702100230253,11.0,44,11.0
5,0,4,(471-216j),471,-216,518.1669615095119,11.25,45,11.25
6,0,4,(363-384j),363,-384,528.4174486142562,11.5,46,11.5
7,0,4,(175-488j),175,-488,518.4293587365592,11.75,47,11.75
16,0,4,(-429+39j),-429,39,430.76907967030314,17.0,68,17.0
17,0,4,(-436+260j),-436,260,507.6376660571987,17.25,69,17.25
18,0,4,(-299+447j),-299,447,537.7824839096194,17.5,70,17.5
19,0,4,(-98+527j),-98,527,536.034513814176,17.75,71,17.75
28,0,4,(430-105j),430,-105,442.6341604530766,23.0,92,23.0
29,0,4,(414-328j),414,-328,528.1855734493323,23.25,93,23.25
30,0,4,(257-495j),257,-495,557.7400828342894,23.5,94,23.5
31,0,4,(43-545j),43,-545,546.6936985186495,23.75,95,23.75
40,0,4,(-435+134j),-435,134,455.1713962893538,29.0,116,29.0
41,0,4,(-400+353j),-400,353,533.4875818610964,29.25,117,29.25
42,0,4,(-211+492j),-211,492,535.3363428724039,29.5,118,29.5
43,0,4,(13+519j),13,519,519.162787572453,29.75,119,29.75
52,0,4,(370-255j),370,-255,449.36065693382636,35.0,140,35.0
53,0,4,(276-447j),276,-447,525.3427452625572,35.25,141,35.25
54,0,4,(67-528j),67,-528,532.2339711066929,35.5,142,35.5
55,0,4,(-143-501j),-143,-501,521.0086371644908,35.75,143,35.75
64,0,4,(-330+280j),-330,280,432.781700167648,41.0,164,41.0
65,0,4,(-223+465j),-223,465,515.7072813137313,41.25,165,41.25
66,0,4,(-44+538j),-44,538,539.7962578603153,41.5,166,41.5
67,0,4,(182+500j),182,500,532.0939766620179,41.75,167,41.75
76,0,4,(288-326j),288,-326,434.9942528355978,47.0,188,47.0
77,0,4,(152-493j),152,-493,515.9001841441811,47.25,189,47.25
78,0,4,(-42-536j),-42,-536,537.6430042323624,47.5,190,47.5
79,0,4,(-264-460j),-264,-460,530.3734533326493,47.75,191,47.75
88,0,4,(-286+332j),-286,332,438.20086718307624,53.0,212,53.0
89,0,4,(-157+498j),-157,498,522.1618523025212,53.25,213,53.25
90,0,4,(29+543j),29,543,543.7738500516552,53.5,214,53.5
91,0,4,(247+473j),247,473,533.6084706973832,53.75,215,53.75
100,0,4,(218-359j),218,-359,420.0059523387734,59.0,236,59.0
101,0,4,(26-504j),26,-504,504.67018933160693,59.25,237,59.25
102,0,4,(-171-495j),-171,-495,523.7041149351415,59.5,238,59.5
103,0,4,(-367-368j),-367,-368,519.7239651969111,59.75,239,59.75
112,0,4,(-184+390j),-184,390,431.22615876126997,65.0,260,65.0
113,0,4,(20+526j),20,526,526.3800908089135,65.25,261,65.25
114,0,4,(221+494j),221,494,541.1811157089649,65.5,262,65.5
115,0,4,(413+333j),413,333,530.5261539264582,65.75,263,65.75
124,0,4,(155-417j),155,-417,444.8752634166121,71.0,284,71.0
125,0,4,(-58-529j),-58,-529,532.1700855929428,71.25,285,71.25
126,0,4,(-254-472j),-254,-472,536.0037313302959,71.5,286,71.5
127,0,4,(-409-318j),-409,-318,518.0781794285492,71.75,287,71.75
136,0,4,(-73+424j),-73,424,430.2383060583983,77.0,308,77.0
137,0,4,(171+498j),171,498,526.5405967254567,77.25,309,77.25
138,0,4,(368+392j),368,392,537.6690431854897,77.5,310,77.5
139,0,4,(499+195j),499,195,535.7480751248669,77.75,311,77.75
148,0,4,(-6-436j),-6,-436,436.04128244926534,83.0,332,83.0
149,0,4,(-250-449j),-250,-449,513.9075792396917,83.25,333,83.25
150,0,4,(-418-329j),-418,-329,531.9445459820037,83.5,334,83.5
151,0,4,(-513-136j),-513,-136,530.7212074149666,83.75,335,83.75
160,0,4,(91+417j),91,417,426.81377672235465,89.0,356,89.0
