,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
0,0,4,(-179-537j),-179,-537,566.0477011701399,9.0,36,9.0
1,0,4,(-393-412j),-393,-412,569.3794868099833,9.25,37,9.25
2,0,4,(-535-230j),-535,-230,582.3443998185267,9.5,38,9.5
3,0,4,(-600-13j),-600,-13,600.1408168088553,9.75,39,9.75
12,0,4,(356+464j),356,464,584.8350194713036,15.0,60,15.0
13,0,4,(401+393j),401,393,561.4712815451918,15.25,61,15.25
14,0,4,(506+185j),506,185,538.7587586295001,15.5,62,15.5
15,0,4,(559-58j),559,-58,562.0008896790112,15.75,63,15.75
24,0,4,(-388-451j),-388,-451,594.9327693109533,21.0,84,21.0
25,0,4,(-419-376j),-419,-376,562.9715800997418,21.25,85,21.25
26,0,4,(-500-153j),-500,-153,522.8852646613786,21.5,86,21.5
27,0,4,(-533+107j),-533,107,543.6340681009607,21.75,87,21.75
36,0,4,(434+402j),434,402,591.5741711738267,27.0,108,27.0
37,0,4,(463+324j),463,324,565.1061847122185,27.25,109,27.25
38,0,4,(529+100j),529,100,538.3688326788615,27.5,110,27.5
39,0,4,(546-156j),546,-156,567.8485713638804,27.75,111,27.75
48,0,4,(-476-322j),-476,-322,574.6825210496662,33.0,132,33.0
49,0,4,(-492-209j),-492,-209,534.5512136362614,33.25,133,33.25
50,0,4,(-520+50j),-520,50,522.398315464359,33.5,134,33.5
51,0,4,(-484+314j),-484,314,576.9332717047961,33.75,135,33.75
60,0,4,(531+244j),531,244,584.377446518943,39.0,156,39.0
61,0,4,(530+141j),530,141,548.4350462908073,39.25,157,39.25
62,0,4,(514-116j),514,-116,526.9269399072323,39.5,158,39.5
63,0,4,(435-381j),435,-381,578.261186662221,39.75,159,39.75
72,0,4,(-570-143j),-570,-143,587.664019657491,45.0,180,45.0
73,0,4,(-552-44j),-552,-44,553.7508465004817,45.25,181,45.25
74,0,4,(-500+175j),-500,175,529.7405025104273,45.5,182,45.5
75,0,4,(-368+438j),-368,438,572.0734218612153,45.75,183,45.75
84,0,4,(565+75j),565,75,569.9561386633186,51.0,204,51.0
85,0,4,(539-20j),539,-20,539.3709298803561,51.25,205,51.25
86,0,4,(484-225j),484,-225,533.7424472533546,51.5,206,51.5
87,0,4,(354-466j),354,-466,585.2110730326281,51.75,207,51.75
96,0,4,(-586+31j),-586,31,586.819392999243,57.0,228,57.0
97,0,4,(-534+126j),-534,126,548.6638315034079,57.25,229,57.25
98,0,4,(-423+315j),-423,315,527.4030716634101,57.5,230,57.5
99,0,4,(-227+523j),-227,523,570.138579645335,57.75,231,57.75
108,0,4,(568-81j),568,-81,573.7464596840664,63.0,252,63.0
109,0,4,(510-166j),510,-166,536.3357157601944,63.25,253,63.25
110,0,4,(392-339j),392,-339,518.251869268216,63.5,254,63.5
111,0,4,(192-532j),192,-532,565.5864213362977,63.75,255,63.75
120,0,4,(-556+163j),-556,163,579.4005522952149,69.0,276,69.0
121,0,4,(-491+241j),-491,241,546.957036703981,69.25,277,69.25
122,0,4,(-349+399j),-349,399,530.0962176812809,69.5,278,69.5
123,0,4,(-148+548j),-148,548,567.6336846946277,69.75,279,69.75
132,0,4,(569-172j),569,-172,594.4282967692571,75.0,300,75.0
133,0,4,(520-240j),520,-240,572.7128425310541,75.25,301,75.25
134,0,4,(386-393j),386,-393,550.8584210121509,75.5,302,75.5
135,0,4,(182-541j),182,-541,570.7933075991693,75.75,303,75.75
144,0,4,(-472+347j),-472,347,585.8267662031158,81.0,324,81.0
