pkt,angle_ant1,angle_ant2,angle_ant3,angle_ant4,Total_angle_average,tetha_ant1,tetha_ant2,tetha_ant3,tetha_ant4
51,27.58918766283493,21.774239756221522,20.65266993749692,21.54603238108403,22.89053243440935,0.2299254516290525,0.1814623767192889,0.17211507613071023,0.17956022574389333
52,28.12500699481582,22.52679410695656,21.35705576019028,22.241985829491036,23.562710672863425,0.23439063315769826,0.18773385204296408,0.1779851070483005,0.18535998413630114
53,27.49388297128232,21.94511936571405,20.74821476405443,21.6661830208068,22.9633500304644,0.22913110070425777,0.18288643446908176,0.17291129394902024,0.1805615048454627
54,26.415249757344856,21.887832279613075,19.55597254751269,20.599993863324094,22.11476211194868,0.2201418486635545,0.18240917714539245,0.16297501367561165,0.17167594388700116
55,25.700587512576508,21.2674512095487,18.879862423240425,19.986334445242505,21.458558897652033,0.2141861162217094,0.1772391861878035,0.15734058517485938,0.1665619732599299
56,26.525654662982532,22.070978794741215,19.732446900673516,20.866510605311376,22.29889774092716,0.22106229681289294,0.18393579687151665,0.16444609033865723,0.17389747047612195
57,26.64346939958345,22.24944798749044,19.947380597585266,21.052404073509347,22.473175514542127,0.22204400866026464,0.18542299513826085,0.16623717695167792,0.17544654454415823
58,27.433210672389468,23.108384301241756,20.777721988921797,21.875050444806924,23.298591851839987,0.2286257550913079,0.1925814824956101,0.17315729111151643,0.18230252889810777
59,27.39891366317408,23.052533305017825,20.720967460403823,21.86371828818313,23.259033179194716,0.22833985221859207,0.19211598642928687,0.17268427805388933,0.18220803114660933
60,26.838741706610403,22.619824663864463,20.28112925926198,21.378591183281728,22.779571703254643,0.2236716100815104,0.18850998512993236,0.16901887597135126,0.17816520694940902
61,26.90342341287588,22.71017347678194,20.3696675858934,21.45637373974077,22.859909553822998,0.2242105868921641,0.18926286951937596,0.16975667702218714,0.1788133725850702
62,26.457738629204265,22.22787936829025,19.916623696315884,21.035787411533768,22.409507276336043,0.22049634915590127,0.18524349591324477,0.16598109491866714,0.17530831461032242
63,26.31698949056956,22.13633038276442,19.808307805370777,20.913181327883326,22.29370225164702,0.21932339265870682,0.18448055360971313,0.1650784340107112,0.17428656586409183
64,26.38993039081082,22.16138447282097,19.855516921225444,20.973584489431598,22.34510406857221,0.21993119882992254,0.1846893063560867,0.16547181928058594,0.17478990104092748
65,26.214493429871382,22.062786807994083,19.737128470502988,20.84611199247627,22.21513017521118,0.21846917557683282,0.1838676254060587,0.1644852204135495,0.17372759900267828
66,25.76328465954332,21.567125012327953,19.26694024639207,20.373847279330615,21.74279929939849,0.21470889123430606,0.17973682279256598,0.16056673476706848,0.16979180878302708
67,25.96115536428668,21.883095221296998,19.560747517638926,20.64286314956795,22.011965313197642,0.2163578367391238,0.18237005443121126,0.16301524295685557,0.17203369513862668
68,26.218151822407556,22.158133953720014,19.83228613326734,20.914750495966445,22.28083060134034,0.21849955167258797,0.18466213997338932,0.1652781550791052,0.17429951476159994
69,26.218151822407556,22.158133953720014,19.83228613326734,20.914750495966445,22.28083060134034,0.21849955167258797,0.18466213997338932,0.1652781550791052,0.17429951476159994
70,26.218151822407556,22.158133953720014,19.83228613326734,20.914750495966445,22.28083060134034,0.21849955167258797,0.18466213997338932,0.1652781550791052,0.17429951476159994
71,26.218151822407556,22.158133953720014,19.83228613326734,20.914750495966445,22.28083060134034,0.21849955167258797,0.18466213997338932,0.1652781550791052,0.17429951476159994
