pkt,angle_ant1,angle_ant2,angle_ant3,angle_ant4,Total_angle_average,tetha_ant1,tetha_ant2,tetha_ant3,tetha_ant4
0,-7.151906167763725,32.78387449669099,-21.61834161595943,6.498552790031549,2.628044875749846,-0.05960530300153967,0.2732232427436294,-0.18017581750212797,0.05415867469127406
1,-21.01814426460693,1.258855916418027,-15.288296991354628,7.3864035411731725,-6.915295449592589,-0.1751641400144752,0.010490066526353632,-0.1274166001809219,0.06156051350891059
2,-13.504752019712496,8.27379830683004,2.506978643941831,-2.4062780998029987,-1.282563292185906,-0.11255005413221435,0.0689532220220199,0.02089255478086844,-0.020055187848868426
3,-12.159496641990488,0.8692219256180928,2.6414015671997846,-4.330183968921704,-3.244764279523579,-0.1013386247205561,0.00724382917706186,0.02201540410707952,-0.03608681040052788
4,1.4057074481797827,5.49742338602379,4.092449821756025,-3.5977982016572025,1.849445613575599,0.011714050644671308,0.045815645043168284,0.03410729254339395,-0.029984386002805508
5,7.078922511746874,9.425739012300985,3.859332564402994,0.49855658433440236,5.2156376681963135,0.05899417602805577,0.07855458014161583,0.03216311989185115,0.004153741315767876
6,4.294693227549484,5.282487840918355,2.4261866003137578,-3.493386975394394,2.1274951733468006,0.03579161912497538,0.04402504183553486,0.020220487595624847,-0.02911462145217015
7,4.333264085310965,2.6088412197902495,2.307329074713865,-0.09357616449120193,2.2889645538309695,0.03611348919459662,0.021741998702835198,0.019230058658716177,-0.0007802015681992882
8,2.9019198458866087,5.509826922712054,6.818802919409373,2.0345425521001728,4.3162730600270525,0.024183106250323643,0.04591815606470478,0.05682844549599596,0.01695478209070836
9,0.35907252685447344,1.7356106668875346,4.654459743889233,2.432108504254189,2.2953128604713573,0.002990966074962144,0.014464368978202767,0.03879148249828331,0.020269175310675323
10,-0.7292283164292533,2.530021158547988,7.270862986318422,-0.6430698953858731,2.107146483262821,-0.0060790485769038095,0.021085317855189765,0.060597279018566395,-0.005360042956729011
11,-1.9155409454521894,2.3047502353035436,8.572098184397063,-0.051184964545001606,2.227530627425854,-0.01596575904898188,0.019207383068062037,0.07144182808974013,-0.0004269350865183795
12,-0.11198210800112891,-2.3881660853246607,5.339751517755122,-0.289419033757905,0.6375460726678569,-0.0009342044074397347,-0.019904030122718512,0.04450328151858521,-0.00241200926722871
13,-0.8137097265351607,-3.133415172742321,1.9659012011138555,-1.93356072334712,-0.9786961053776866,-0.006782024323087396,-0.02611432684925689,0.01638549687570738,-0.01611401585286355
14,0.8320695444790641,-4.780006586881555,1.0426193517449616,-1.2179919363599163,-1.0308274067543615,0.006934013473956451,-0.03983801031791021,0.008690069845215209,-0.010150684601880884
15,2.305637781727611,-4.669433844508311,-0.4689242435040803,-1.0317099513917964,-0.9661075644191441,0.019214945688395445,-0.03891668438634002,-0.003907811763305473,-0.008598486088974566
16,0.21468852780542064,-6.366983667025072,-1.6452040819560034,-1.1582314047843196,-2.2389326564899936,0.0017892372870438615,-0.05306382445542147,-0.013710519240603465,-0.009652128158792671
17,2.101314617145413,-7.0133953725249345,-1.6549976859311215,-0.001440880176991498,-1.6421298303719087,0.017512253919012198,-0.05845125771016546,-0.013792428996394391,-1.1633409882594007e-05
18,1.6563960048866517,-6.582508801511933,-0.822785831082303,-0.8553887247752668,-1.6510718381207128,0.013804017265608523,-0.05486015275144819,-0.006856792721756537,-0.00712879132269227
19,0.7338219465498004,-5.048024410038132,1.197653644806152,-0.13470707859062384,-0.8128139743182009,0.006114831738666165,-0.04207200639772805,0.00998159600917168,-0.0011227995299064695
20,1.6934629077716823,-6.123294202027972,0.6057254916925875,0.17670495054030969,-0.9118502130058481,0.014112786191850458,-0.051033086594426846,0.005048651526659581,0.0014727108512528517
21,1.6384820592082263,-4.301155487003149,1.0047021798273237,-0.5640812457806362,-0.5555131234370588,0.013654621087307724,-0.03584733253618863,0.008373479851324138,-0.004701292450575467
22,0.7817149860706584,-4.376854753111494,1.1323205579515205,0.24736002711998686,-0.553864795492332,0.0065141077934322885,-0.036478216791859426,0.009437178057389327,0.0020615654438372972
23,0.6311054516541494,-6.05512133315388,-0.18960990953020274,-0.34297009305299037,-1.489148971020731,0.005259287360699705,-0.050465268897751936,-0.001579939154489263,-0.0028581444589694245
24,-1.206199638078637,-6.008152100311089,0.3882767184997422,1.0283369865545238,-1.4494345083338651,-0.010052946752888602,-0.0500738113844624,0.0032364130852564153,0.008570931413835003
25,-0.04102420466079203,-6.075755809036503,0.5613173363312136,1.7273453393619196,-0.9570293345010403,-0.0003421843649084608,-0.05063737580076807,0.004678577807235147,0.01439660714622068
26,0.5557692459001357,-6.853155862689048,-0.024275002067150272,1.9396583462345733,-1.0955008181553725,0.004631617420759436,-0.057116310546450944,-0.00020179833416230272,0.01616601510957059
27,1.1682472693660422,-5.999066931063557,1.1309403525207722,1.978233817569098,-0.430411372901911,0.009736339091523891,-0.0499984162578222,0.009425900624443723,0.016487531124666586
28,1.4141689960133799,-3.9313685251313233,0.031143676346669095,1.7380750394279936,-0.1869952033358202,0.01178595873685392,-0.03276595955429109,0.0002596015908166072,0.014485946428765228
29,1.9762667951710855,-4.264504259033752,-0.10980627926885872,1.9343233016451418,-0.11593011037159595,0.016470616542431142,-0.03554250361890583,-0.0009152313419470986,0.01612150169428061
30,1.4311935317678637,-4.364190923529368,0.15010439689457508,2.5876850267622973,-0.04880199202615798,0.011927892299944206,-0.036373225481509126,0.0012509362827586182,0.021566866397584837
31,0.7588490058388614,-4.587730514547149,0.2587754986192187,3.0999945618333893,-0.11752786206391996,0.006324303420420557,-0.03823627598883155,0.0021565809859270444,0.025836528713995974
32,-0.08069448751484291,-3.8267832358859017,-0.06460970711480414,3.257796689381373,-0.17857268528354397,-0.0006724633703289779,-0.0318945659693213,-0.0005386269516406279,0.027151783679606124
33,0.20159836180366913,-4.3997119684201085,-0.4187599540798854,3.2316126998265755,-0.34631521521743736,0.0016801567578086751,-0.03666936133433602,-0.0034901299618625217,0.02693356521001216
34,-0.06688411048629299,-4.144177220627119,-0.023451857179314986,2.5052410223767856,-0.43231804147898534,-0.0005574794272341472,-0.03453961146902422,-0.0001955558097937663,0.02087979839560793
35,-0.5407197107224756,-4.243130923163956,0.17048244320140415,3.151741373830223,-0.36540670421370103,-0.0045065476772639486,-0.03536420000629728,0.0014208210047653785,0.02626792317536206
36,-0.3431636983939313,-3.9854874872961648,0.7355547496807463,4.2582206440471,0.16628105200943755,-0.0028603219162740105,-0.033217120030170154,0.006129953429356757,0.035489302053409735
37,0.2291941536827937,-4.2226567291828,0.716720397090314,4.518663005457544,0.31048020676196286,0.0019099476193669745,-0.035193781806691464,0.005972980236902583,0.03765994450353323
38,0.40799765108194336,-3.4010236020183453,0.31242283110472746,4.390935652257342,0.42758313310641693,0.003400194241241232,-0.0283461746494914,0.0026033781667959056,0.03659541792474683
39,0.8836804835834051,-3.9814513364675546,-0.008116364951333258,4.405907159398837,0.32500498539083855,0.007364576411341101,-0.03318364103900461,-6.814465687067877e-05,0.036720096096723324
40,-0.14460649921313376,-4.268420600608498,-0.13816358005753424,3.171733490048508,-0.34486429745766434,-0.001205047211410215,-0.0355749750129411,-0.0011516178889226579,0.02643458991370296
41,0.42089280258051553,-4.416039389848241,-0.13873622511744296,3.437002080729396,-0.17422018291394314,0.0035077742367245353,-0.036805187916826194,-0.0011564064998352552,0.02864530170618013
42,0.15263067101391722,-4.045870450225672,0.3766473043617499,2.9011229530259146,-0.15386738045602255,0.001272162379291604,-0.03372003642010569,0.003139021007210469,0.024179265164344484
43,0.24580192412348836,-3.5506099350383584,-0.17845302122408563,2.693180390322912,-0.19752016045401088,0.002048593705532207,-0.02959241517470089,-0.0014873720472947155,0.022446172631143103
44,-0.8550399292991944,-4.021461589649565,-0.4146283472472459,2.6402928506053667,-0.6627092538976597,-0.007125825216327966,-0.03351638925063867,-0.0034554731490146168,0.022005633930705735
45,-0.6359450836836706,-4.335708441259023,-0.5896568273159412,2.641074422347064,-0.7300589824778926,-0.0052999656733413985,-0.036135186088593604,-0.0049140998096826255,0.02201212210775759
46,-0.6356344412723434,-3.753148816081792,-1.0733603518992652,2.39524190659858,-0.7667254256637052,-0.005297200655901398,-0.03127998754370679,-0.008945373022298135,0.019963376808395605
47,-0.49619199031564454,-4.287813625837432,-1.394377025152707,2.2984280273387907,-0.9699886534917482,-0.004135096914643545,-0.03573585480887704,-0.01162071616771254,0.0191565175780833
48,-0.9525579533822335,-5.178443972236553,-2.1619042211891197,1.6936550682053986,-1.649812769650627,-0.007938292638213532,-0.04315820415903322,-0.018017109339894068,0.014116503756204352
49,-1.5560893439677914,-5.048346537627555,-1.9550584649471978,0.9163653796865955,-1.9107822417139873,-0.012967996717405113,-0.04207365188782952,-0.016292936107493786,0.007638634907457667
50,-1.5228104953501147,-5.586176803564704,-2.345544733568007,0.7594368030478799,-2.1737738073587365,-0.01269065844496788,-0.04655586085539205,-0.019547193899900072,0.006330813092857823
