,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
0,0,21,(-247-245j),-247,-245,347.89941074971654,9.0,36,9.0
1,0,21,(-318-150j),-318,-150,351.60204777560665,9.25,37,9.25
2,0,21,(-356-16j),-356,-16,356.3593691766782,9.5,38,9.5
3,0,21,(-346+119j),-346,119,365.8920605861789,9.75,39,9.75
12,0,21,(348+212j),348,212,407.4898771748815,15.0,60,15.0
13,0,21,(244+266j),244,266,360.95983156024437,15.25,61,15.25
14,0,21,(251+227j),251,227,338.42281246984516,15.5,62,15.5
15,0,21,(325+90j),325,90,337.23137457834497,15.75,63,15.75
24,0,21,(-274-309j),-274,-309,412.98547189943616,21.0,84,21.0
25,0,21,(-157-332j),-157,-332,367.25059564281173,21.25,85,21.25
26,0,21,(-169-297j),-169,-297,341.71625656383395,21.5,86,21.5
27,0,21,(-279-182j),-279,-182,333.11409456821247,21.75,87,21.75
36,0,21,(97+397j),97,397,408.67835763592865,27.0,108,27.0
37,0,21,(-10+365j),-10,365,365.1369606051954,27.25,109,27.25
38,0,21,(32+341j),32,341,342.49817517762045,27.5,110,27.5
39,0,21,(187+289j),187,289,344.223764432382,27.75,111,27.75
48,0,21,(32-407j),32,-407,408.2560471076944,33.0,132,33.0
49,0,21,(120-340j),120,-340,360.5551275463989,33.25,133,33.25
50,0,21,(80-324j),80,-324,333.73043013785843,33.5,134,33.5
51,0,21,(-74-322j),-74,-322,330.39370454050726,33.75,135,33.75
60,0,21,(-212+353j),-212,353,411.76813864115326,39.0,156,39.0
61,0,21,(-268+256j),-268,256,370.62110031675206,39.25,157,39.25
62,0,21,(-225+266j),-225,266,348.39776118683653,39.5,158,39.5
63,0,21,(-78+338j),-78,338,346.88326566728466,39.75,159,39.75
72,0,21,(327-245j),327,-245,408.6000489476231,45.0,180,45.0
73,0,21,(344-134j),344,-134,369.17746410093883,45.25,181,45.25
74,0,21,(313-156j),313,-156,349.72131762304684,45.5,182,45.5
75,0,21,(211-278j),211,-278,349.0057306119772,45.75,183,45.75
84,0,21,(-402+68j),-402,68,407.7106817339963,51.0,204,51.0
85,0,21,(-372-29j),-372,-29,373.1286641361127,51.25,205,51.25
86,0,21,(-337+12j),-337,12,337.2135821701137,51.5,206,51.5
87,0,21,(-283+161j),-283,161,325.59176893772974,51.75,207,51.75
96,0,21,(404+46j),404,46,406.6103786181558,57.0,228,57.0
97,0,21,(345+128j),345,128,367.97961900083544,57.25,229,57.25
98,0,21,(337+84j),337,84,347.3110997362451,57.5,230,57.5
99,0,21,(345-51j),345,-51,348.7491935474547,57.75,231,57.75
108,0,21,(-298-268j),-298,-268,400.78423122672876,63.0,252,63.0
109,0,21,(-207-300j),-207,-300,364.4845675745408,63.25,253,63.25
110,0,21,(-221-255j),-221,-255,337.4403651017465,63.5,254,63.5
111,0,21,(-307-133j),-307,-133,334.57136757349696,63.75,255,63.75
120,0,21,(208+339j),208,339,397.7247792129628,69.0,276,69.0
121,0,21,(111+340j),111,340,357.66045350303966,69.25,277,69.25
122,0,21,(145+305j),145,305,337.71289581536564,69.5,278,69.5
123,0,21,(257+227j),257,227,342.89648583792746,69.75,279,69.75
132,0,21,(-20-407j),-20,-407,407.49110419737997,75.0,300,75.0
133,0,21,(59-360j),59,-360,364.8026863936174,75.25,301,75.25
134,0,21,(5-331j),5,-331,331.03776219639957,75.5,302,75.5
135,0,21,(-149-299j),-149,-299,334.0688551780905,75.75,303,75.75
144,0,21,(-111+383j),-111,383,398.76057979695037,81.0,324,81.0
145,0,21,(-180+314j),-180,314,361.93369558525495,81.25,325,81.25
146,0,21,(-122+313j),-122,313,335.93600581063055,81.5,326,81.5
147,0,21,(22+340j),22,340,340.71102124821266,81.75,327,81.75
156,0,21,(271-316j),271,-316,416.2895626844372,87.0,348,87.0
157,0,21,(299-218j),299,-218,370.0337822415678,87.25,349,87.25
158,0,21,(247-235j),247,-235,340.93107807883985,87.5,350,87.5
159,0,21,(104-320j),104,-320,336.47585351700945,87.75,351,87.75
168,0,21,(-362+188j),-362,188,407.9068521120968,93.0,372,93.0
169,0,21,(-368+71j),-368,71,374.78660595063957,93.25,373,93.25
170,0,21,(-342+94j),-342,94,354.682957019364,93.5,374,93.5
171,0,21,(-257+225j),-257,225,341.57576026410305,93.75,375,93.75
180,0,21,(418+9j),418,9,418.09687872549347,99.0,396,99.0
181,0,21,(359+97j),359,97,371.8736344512743,99.25,397,99.25
182,0,21,(340+48j),340,48,343.3715189120961,99.5,398,99.5
183,0,21,(319-116j),319,-116,339.43629741086914,99.75,399,99.75
192,0,21,(-384-139j),-384,-139,408.3833982913605,105.0,420,105.0
193,0,21,(-296-211j),-296,-211,363.5065336414189,105.25,421,105.25
194,0,21,(-296-171j),-296,-171,341.84353145847297,105.5,422,105.5
195,0,21,(-339-20j),-339,-20,339.5894580224775,105.75,423,105.75
204,0,21,(298+280j),298,280,408.9058571358449,111.0,444,111.0
205,0,21,(187+311j),187,311,362.8911682584739,111.25,445,111.25
206,0,21,(205+271j),205,271,339.8028840372018,111.5,446,111.5
207,0,21,(307+147j),307,147,340.37920030460145,111.75,447,111.75
216,0,21,(-155-376j),-155,-376,406.69521757699584,117.0,468,117.0
217,0,21,(-49-356j),-49,-356,359.3563690822802,117.25,469,117.25
218,0,21,(-85-323j),-85,-323,333.9970059746045,117.5,470,117.5
219,0,21,(-228-247j),-228,-247,336.14431424612854,117.75,471,117.75
228,0,21,(-25+400j),-25,400,400.7804885470349,123.0,492,123.0
229,0,21,(-110+347j),-110,347,364.01785670486004,123.25,493,123.25
230,0,21,(-62+332j),-62,332,337.739544619815,123.5,494,123.5
231,0,21,(87+328j),87,328,339.3420103671221,123.75,495,123.75
240,0,21,(183-357j),183,-357,401.17078657349913,129.0,516,129.0
241,0,21,(249-272j),249,-272,368.76144050049487,129.25,517,129.25
242,0,21,(206-275j),206,-275,343.6000582072128,129.5,518,129.5
243,0,21,(79-325j),79,-325,334.463749904231,129.75,519,129.75
252,0,21,(-314+262j),-314,262,408.9498746790369,135.0,540,135.0
253,0,21,(-328+167j),-328,167,368.06657006579667,135.25,541,135.25
254,0,21,(-284+186j),-284,186,339.4878495616596,135.5,542,135.5
255,0,21,(-174+282j),-174,282,331.3608305156178,135.75,543,135.75
264,0,21,(379-109j),379,-109,394.3627771481482,141.0,564,141.0
265,0,21,(359+3j),359,3,359.01253460011674,141.25,565,141.25
266,0,21,(336-31j),336,-31,337.42702914852566,141.5,566,141.5
267,0,21,(291-162j),291,-162,333.0540496676178,141.75,567,141.75
276,0,21,(-404-61j),-404,-61,408.57924567946424,147.0,588,147.0
277,0,21,(-345-127j),-345,-127,367.6329691417787,147.25,589,147.25
278,0,21,(-331-75j),-331,-75,339.3906303951245,147.5,590,147.5
279,0,21,(-332+69j),-332,69,339.09438214160963,147.75,591,147.75
