,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
0,0,19,(421+33j),421,33,422.2913686070318,9.0,36,9.0
1,0,19,(393-129j),393,-129,413.63026968537974,9.25,37,9.25
2,0,19,(275-285j),275,-285,396.042926966257,9.5,38,9.5
3,0,19,(123-375j),123,-375,394.65681294005304,9.75,39,9.75
12,0,19,(-318+186j),-318,186,368.40195439221003,15.0,60,15.0
13,0,19,(-302+280j),-302,280,411.83006204015754,15.25,61,15.25
14,0,19,(-156+358j),-156,358,390.51248379533274,15.5,62,15.5
15,0,19,(66+380j),66,380,385.68899387978394,15.75,63,15.75
24,0,19,(112-354j),112,-354,371.29503093900945,21.0,84,21.0
25,0,19,(42-403j),42,-403,405.1826748517266,21.25,85,21.25
26,0,19,(-143-365j),-143,-365,392.01275489453144,21.5,86,21.5
27,0,19,(-311-252j),-311,-252,400.2811511925087,21.75,87,21.75
36,0,19,(101+350j),101,350,364.28148456928193,27.0,108,27.0
37,0,19,(184+358j),184,358,402.5170803829323,27.25,109,27.25
38,0,19,(314+228j),314,228,388.0463889794621,27.5,110,27.5
39,0,19,(393+53j),393,53,396.5576881110742,27.75,111,27.75
48,0,19,(-254-270j),-254,-270,370.69664147386067,33.0,132,33.0
49,0,19,(-335-232j),-335,-232,407.49110419737997,33.25,133,33.25
50,0,19,(-378-66j),-378,-66,383.7186469276676,33.5,134,33.5
51,0,19,(-362+158j),-362,158,394.97848042646575,33.75,135,33.75
60,0,19,(365+75j),365,75,372.6258176777342,39.0,156,39.0
61,0,19,(409+10j),409,10,409.12223112414705,39.25,157,39.25
62,0,19,(356-162j),356,-162,391.1265779770022,39.5,158,39.5
63,0,19,(240-311j),240,-311,392.8371163726768,39.75,159,39.75
72,0,19,(-348+117j),-348,117,367.14166203251847,45.0,180,45.0
73,0,19,(-348+206j),-348,206,404.40079129497263,45.25,181,45.25
74,0,19,(-220+313j),-220,313,382.58201735052836,45.5,182,45.5
75,0,19,(-11+386j),-11,386,386.15670394284234,45.75,183,45.75
84,0,19,(205-309j),205,-309,370.81801466487576,51.0,204,51.0
85,0,19,(157-376j),157,-376,407.4616546375867,51.25,205,51.25
