,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
4,0,7,(-101-74j),-101,-74,125.2078272313676,11.0,44,11.0
5,0,7,(-129-26j),-129,-26,131.59407281484982,11.25,45,11.25
6,0,7,(-131+32j),-131,32,134.8517704741024,11.5,46,11.5
7,0,7,(-108+80j),-108,80,134.40238093129153,11.75,47,11.75
16,0,7,(132-8j),132,-8,132.24220203853233,17.0,68,17.0
17,0,7,(115-69j),115,-69,134.1118935814419,17.25,69,17.25
18,0,7,(77-106j),77,-106,131.01526628603247,17.5,70,17.5
19,0,7,(20-124j),20,-124,125.60254774486066,17.75,71,17.75
28,0,7,(-85+103j),-85,103,133.5440002396214,23.0,92,23.0
29,0,7,(-34+133j),-34,133,137.27709204379295,23.25,93,23.25
30,0,7,(28+131j),28,131,133.9589489358587,23.5,94,23.5
31,0,7,(77+104j),77,104,129.40247292845683,23.75,95,23.75
40,0,7,(9-128j),9,-128,128.3160161476345,29.0,116,29.0
41,0,7,(-56-120j),-56,-120,132.4235628579748,29.25,117,29.25
42,0,7,(-98-88j),-98,-88,131.71180660821565,29.5,118,29.5
43,0,7,(-123-42j),-123,-42,129.9730741346068,29.75,119,29.75
52,0,7,(75+100j),75,100,125.0,35.0,140,35.0
53,0,7,(119+56j),119,56,131.51805959639154,35.25,141,35.25
54,0,7,(136+0j),136,0,136.0,35.5,142,35.5
55,0,7,(121-61j),121,-61,135.50645741070792,35.75,143,35.75
64,0,7,(-120-44j),-120,-44,127.81236246936366,41.0,164,41.0
65,0,7,(-131+12j),-131,12,131.54847015454038,41.25,165,41.25
66,0,7,(-114+71j),-114,71,134.30189872075525,41.5,166,41.5
67,0,7,(-75+110j),-75,110,133.13526955694348,41.75,167,41.75
76,0,7,(115-44j),115,-44,123.13001258832064,47.0,188,47.0
77,0,7,(79-100j),79,-100,127.4401820463232,47.25,189,47.25
78,0,7,(30-125j),30,-125,128.5496013218244,47.5,190,47.5
79,0,7,(-28-124j),-28,-124,127.12198865656563,47.75,191,47.75
88,0,7,(-53+123j),-53,123,133.9328189802634,53.0,212,53.0
89,0,7,(6+143j),6,143,143.1258187749506,53.25,213,53.25
90,0,7,(68+126j),68,126,143.17821063276352,53.5,214,53.5
91,0,7,(109+85j),109,85,138.2244551445221,53.75,215,53.75
100,0,7,(-38-126j),-38,-126,131.60547101089682,59.0,236,59.0
101,0,7,(-95-98j),-95,-98,136.48809471891678,59.25,237,59.25
102,0,7,(-123-53j),-123,-53,133.9328189802634,59.5,238,59.5
103,0,7,(-129+0j),-129,0,129.0,59.75,239,59.75
112,0,7,(104+76j),104,76,128.80993750483694,65.0,260,65.0
113,0,7,(132+25j),132,25,134.34656675925888,65.25,261,65.25
114,0,7,(131-37j),131,-37,136.12494260788506,65.5,262,65.5
115,0,7,(106-83j),106,-83,134.6291201783626,65.75,263,65.75
124,0,7,(-126-3j),-126,-3,126.03570922560003,71.0,284,71.0
125,0,7,(-116+61j),-116,61,131.06105447462264,71.25,285,71.25
126,0,7,(-80+103j),-80,103,130.41855696180662,71.5,286,71.5
127,0,7,(-30+126j),-30,126,129.52219886953742,71.75,287,71.75
136,0,7,(88-84j),88,-84,121.6552506059644,77.0,308,77.0
137,0,7,(44-119j),44,-119,126.87395319765204,77.25,309,77.25
138,0,7,(-6-129j),-6,-129,129.1394595001853,77.5,310,77.5
139,0,7,(-60-115j),-60,-115,129.71121771072848,77.75,311,77.75
148,0,7,(-13+127j),-13,127,127.66362050325849,83.0,332,83.0
149,0,7,(45+125j),45,125,132.85330255586422,83.25,333,83.25
150,0,7,(96+90j),96,90,131.59027319676784,83.5,334,83.5
151,0,7,(122+41j),122,41,128.70508925446578,83.75,335,83.75
160,0,7,(-69-113j),-69,-113,132.4009063413087,89.0,356,89.0
161,0,7,(-114-67j),-114,-67,132.23085872821065,89.25,357,89.25
162,0,7,(-130-14j),-130,-14,130.75167302944922,89.5,358,89.5
163,0,7,(-119+46j),-119,46,127.58134659894448,89.75,359,89.75
172,0,7,(117+39j),117,39,123.3288287465668,95.0,380,95.0
173,0,7,(126-18j),126,-18,127.27922061357856,95.25,381,95.25
174,0,7,(105-74j),105,-74,128.4562182223967,95.5,382,95.5
175,0,7,(66-109j),66,-109,127.4244874425634,95.75,383,95.75
184,0,7,(-127+55j),-127,55,138.3979768638256,101.0,404,101.0
185,0,7,(-91+113j),-91,113,145.08618128546908,101.25,405,101.25
186,0,7,(-39+137j),-39,137,142.44297104455524,101.5,406,101.5
187,0,7,(17+135j),17,135,136.06616037795732,101.75,407,101.75
196,0,7,(55-122j),55,-122,133.82451195502264,107.0,428,107.0
197,0,7,(-3-139j),-3,-139,139.0323703315167,107.25,429,107.25
198,0,7,(-56-128j),-56,-128,139.71399357258383,107.5,430,107.5
199,0,7,(-104-91j),-104,-91,138.19189556555045,107.75,431,107.75
208,0,7,(39+117j),39,117,123.3288287465668,113.0,452,113.0
209,0,7,(92+93j),92,93,130.8166656049603,113.25,453,113.25
210,0,7,(129+48j),129,48,137.64083696345355,113.5,454,113.5
211,0,7,(136-2j),136,-2,136.01470508735443,113.75,455,113.75
220,0,7,(-103-82j),-103,-82,131.65485179058157,119.0,476,119.0
221,0,7,(-130-24j),-130,-24,132.19682295728592,119.25,477,119.25
222,0,7,(-126+30j),-126,30,129.52219886953742,119.5,478,119.5
223,0,7,(-94+84j),-94,84,126.0634760745554,119.75,479,119.75
232,0,7,(122-11j),122,-11,122.494897852931,125.0,500,125.0
233,0,7,(108-66j),108,-66,126.57013865837392,125.25,501,125.25
234,0,7,(69-107j),69,-107,127.3184982632139,125.5,502,125.5
235,0,7,(22-123j),22,-123,124.95199078045935,125.75,503,125.75
244,0,7,(-102+85j),-102,85,132.7742444904131,131.0,524,131.0
245,0,7,(-51+132j),-51,132,141.50971698084905,131.25,525,131.25
246,0,7,(4+142j),4,142,142.0563268566381,131.5,526,131.5
247,0,7,(57+123j),57,123,135.56548233234005,131.75,527,131.75
256,0,7,(9-125j),9,-125,125.32358118087753,137.0,548,137.0
257,0,7,(-46-119j),-46,-119,127.58134659894448,137.25,549,137.25
258,0,7,(-95-89j),-95,-89,130.17680284904833,137.5,550,137.5
259,0,7,(-121-46j),-121,-46,129.4488315899375,137.75,551,137.75
268,0,7,(62+114j),62,114,129.76902558006668,143.0,572,143.0
269,0,7,(114+71j),114,71,134.30189872075525,143.25,573,143.25
270,0,7,(133+20j),133,20,134.4953530795767,143.5,574,143.5
271,0,7,(130-36j),130,-36,134.892549831338,143.75,575,143.75
280,0,7,(-126-45j),-126,-45,133.79461872586654,149.0,596,149.0
281,0,7,(-139+17j),-139,17,140.03570973148243,149.25,597,149.25
282,0,7,(-120+75j),-120,75,141.50971698084905,149.5,598,149.5
283,0,7,(-69+119j),-69,119,137.55726080436466,149.75,599,149.75
300,1,12,(30-180j),30,-180,182.4828759089466,167.0,44,11.0
301,1,12,(-34-182j),-34,-182,185.14858897652988,167.25,45,11.25
302,1,12,(-106-145j),-106,-145,179.61347388211163,167.5,46,11.5
303,1,12,(-155-86j),-155,-86,177.2596964907703,167.75,47,11.75
312,1,12,(49+173j),49,173,179.8054504179448,173.0,68,17.0
313,1,12,(118+144j),118,144,186.17196351760379,173.25,69,17.25
314,1,12,(162+88j),162,88,184.35834670553976,173.5,70,17.5
315,1,12,(181+13j),181,13,181.46625030566977,173.75,71,17.75
324,1,12,(-144-109j),-144,-109,180.60177186284747,179.0,92,23.0
325,1,12,(-177-52j),-177,-52,184.48035125725448,179.25,93,23.25
326,1,12,(-181+18j),-181,18,181.89282558693733,179.5,94,23.5
327,1,12,(-153+94j),-153,94,179.56892826989863,179.75,95,23.75
336,1,12,(171+60j),171,60,181.22085972646747,185.0,116,29.0
337,1,12,(190-5j),190,-5,190.06577808748213,185.25,117,29.25
338,1,12,(169-81j),169,-81,187.40864441108366,185.5,118,29.5
339,1,12,(121-135j),121,-135,181.289823211343,185.75,119,29.75
348,1,12,(-165+19j),-165,19,166.0903368652132,191.0,140,35.0
