,pkt,Channel,ant_info,I,Q,Magnitude,time_stamp,sample_idx,time_per_channel
8,0,35,(5+79j),5,79,79.1580697086532,13.0,52,13.0
9,0,35,(28+71j),28,71,76.32168761236873,13.25,53,13.25
10,0,35,(53+54j),53,54,75.66372975210778,13.5,54,13.5
11,0,35,(71+28j),71,28,76.32168761236873,13.75,55,13.75
20,0,35,(-3-69j),-3,-69,69.06518659932803,19.0,76,19.0
21,0,35,(-25-62j),-25,-62,66.85057965343307,19.25,77,19.25
22,0,35,(-44-52j),-44,-52,68.11754546370561,19.5,78,19.5
23,0,35,(-62-33j),-62,-33,70.2353187506115,19.75,79,19.75
32,0,35,(8+74j),8,74,74.43117626371358,25.0,100,25.0
33,0,35,(31+66j),31,66,72.91776189653656,25.25,101,25.25
34,0,35,(51+53j),51,53,73.55270219373317,25.5,102,25.5
35,0,35,(69+29j),69,29,74.84650960465692,25.75,103,25.75
44,0,35,(-24-72j),-24,-72,75.8946638440411,31.0,124,31.0
45,0,35,(-44-57j),-44,-57,72.00694410957877,31.25,125,31.25
46,0,35,(-60-38j),-60,-38,71.02112361825881,31.5,126,31.5
47,0,35,(-71-19j),-71,-19,73.49829930005184,31.75,127,31.75
56,0,35,(24+70j),24,70,74.0,37.0,148,37.0
57,0,35,(40+57j),40,57,69.63476143421474,37.25,149,37.25
58,0,35,(58+38j),58,38,69.33974329343886,37.5,150,37.5
59,0,35,(70+13j),70,13,71.19691004531025,37.75,151,37.75
68,0,35,(-36-70j),-36,-70,78.71467461661771,43.0,172,43.0
69,0,35,(-52-54j),-52,-54,74.96665925596525,43.25,173,43.25
70,0,35,(-64-35j),-64,-35,72.94518489934754,43.5,174,43.5
71,0,35,(-73-11j),-73,-11,73.824115301167,43.75,175,43.75
80,0,35,(44+72j),44,72,84.38009243891595,49.0,196,49.0
81,0,35,(62+47j),62,47,77.80102827083971,49.25,197,49.25
82,0,35,(69+21j),69,21,72.12489168102785,49.5,198,49.5
83,0,35,(67-8j),67,-8,67.47592163134935,49.75,199,49.75
92,0,35,(-40-76j),-40,-76,85.88364221433555,55.0,220,55.0
93,0,35,(-59-50j),-59,-50,77.33692520394123,55.25,221,55.25
94,0,35,(-71-19j),-71,-19,73.49829930005184,55.5,222,55.5
95,0,35,(-74+8j),-74,8,74.43117626371358,55.75,223,55.75
104,0,35,(56+64j),56,64,85.0411665018772,61.0,244,61.0
105,0,35,(67+36j),67,36,76.05918747922567,61.25,245,61.25
106,0,35,(69+5j),69,5,69.18092222571191,61.5,246,61.5
107,0,35,(64-23j),64,-23,68.00735254367721,61.75,247,61.75
