pkt,sample_idx,ant_array,ant_num,channel,rssi,i,q
0,40,1,0,5,-74,-303,-20
0,41,1,0,5,-74,-273,-129
0,42,1,0,5,-74,-194,-230
0,43,1,0,5,-74,-80,-288
0,44,1,0,5,-74,36,-299
0,45,1,0,5,-74,163,-257
0,46,1,0,5,-74,254,-179
0,47,1,0,5,-74,306,-57
0,56,1,1,5,-74,-128,-214
0,57,1,1,5,-74,-29,-240
0,58,1,1,5,-74,62,-227
0,59,1,1,5,-74,151,-177
0,60,1,1,5,-74,214,-99
0,61,1,1,5,-74,240,-16
0,62,1,1,5,-74,229,84
0,63,1,1,5,-74,181,165
1,392,1,2,5,-74,221,-93
1,393,1,2,5,-74,237,5
1,394,1,2,5,-74,213,102
1,395,1,2,5,-74,160,175
1,396,1,2,5,-74,76,231
1,397,1,2,5,-74,-12,247
1,398,1,2,5,-74,-108,223
1,399,1,2,5,-74,-188,159
1,408,1,0,5,-74,257,53
1,409,1,0,5,-74,222,148
1,410,1,0,5,-74,144,232
1,411,1,0,5,-74,34,275
1,412,1,0,5,-74,-72,275
1,413,1,0,5,-74,-174,224
1,414,1,0,5,-74,-232,141
1,415,1,0,5,-74,-261,31
2,296,1,1,5,-74,166,-182
2,297,1,1,5,-74,224,-106
2,298,1,1,5,-74,245,-22
2,299,1,1,5,-74,235,77
2,300,1,1,5,-74,192,154
2,301,1,1,5,-74,112,217
2,302,1,1,5,-74,8,240
2,303,1,1,5,-74,-88,225
2,312,1,2,5,-74,265,-64
2,313,1,2,5,-74,268,44
2,314,1,2,5,-74,228,145
2,315,1,2,5,-74,160,220
2,316,1,2,5,-74,57,269
2,317,1,2,5,-74,-41,268
2,318,1,2,5,-74,-141,214
2,319,1,2,5,-74,-217,132
3,232,1,0,5,-74,-127,-283
3,233,1,0,5,-74,-12,-301
3,234,1,0,5,-74,116,-272
3,235,1,0,5,-74,212,-209
3,236,1,0,5,-74,282,-104
3,237,1,0,5,-74,305,9
3,238,1,0,5,-74,279,140
3,239,1,0,5,-74,201,242
