pkt,sample_idx,ant_array,ant_num,channel,rssi,i,q
19,350,1,2,12,-72,-4,-306
19,351,1,2,12,-72,144,-282
21,392,1,2,12,-72,-226,199
21,393,1,2,12,-72,-283,97
21,394,1,2,12,-72,-296,-34
21,395,1,2,12,-72,-261,-147
21,396,1,2,12,-72,-174,-245
21,397,1,2,12,-72,-64,-292
21,398,1,2,12,-72,60,-291
21,399,1,2,12,-72,195,-235
21,408,1,0,12,-72,-160,-269
21,409,1,0,12,-72,-35,-317
21,410,1,0,12,-72,97,-312
21,411,1,0,12,-72,196,-264
21,412,1,0,12,-72,274,-180
21,413,1,0,12,-72,322,-60
21,414,1,0,12,-72,319,53
21,415,1,0,12,-72,257,170
22,456,1,1,12,-72,-96,-307
22,457,1,1,12,-72,33,-318
22,458,1,1,12,-72,157,-275
22,459,1,1,12,-72,240,-199
22,460,1,1,12,-72,293,-99
22,461,1,1,12,-72,311,31
22,462,1,1,12,-72,279,142
22,463,1,1,12,-72,201,232
22,472,1,2,12,-72,-237,55
22,473,1,2,12,-72,-251,-29
22,474,1,2,12,-72,-217,-117
22,475,1,2,12,-72,-157,-182
22,476,1,2,12,-72,-78,-221
22,477,1,2,12,-72,24,-227
22,478,1,2,12,-72,112,-203
22,479,1,2,12,-72,184,-152
33,72,1,2,28,-71,358,-52
33,73,1,2,28,-71,346,89
33,74,1,2,28,-71,292,201
33,75,1,2,28,-71,183,298
33,76,1,2,28,-71,60,342
33,77,1,2,28,-71,-85,331
33,78,1,2,28,-71,-197,267
33,79,1,2,28,-71,-291,159
33,88,1,0,28,-71,47,-426
33,89,1,0,28,-71,217,-366
33,90,1,0,28,-71,336,-258
33,91,1,0,28,-71,411,-95
33,92,1,0,28,-71,417,64
33,93,1,0,28,-71,355,233
33,94,1,0,28,-71,247,350
33,95,1,0,28,-71,80,423
34,40,1,1,28,-71,140,-398
34,41,1,1,28,-71,284,-322
34,42,1,1,28,-71,392,-184
34,43,1,1,28,-71,429,-33
34,44,1,1,28,-71,400,143
34,45,1,1,28,-71,320,281
34,46,1,1,28,-71,179,392
34,47,1,1,28,-71,25,430
34,56,1,2,28,-71,224,-288
34,57,1,2,28,-71,312,-200
34,58,1,2,28,-71,360,-74
34,59,1,2,28,-71,356,51
34,60,1,2,28,-71,300,193
34,61,1,2,28,-71,211,303
34,62,1,2,28,-71,76,386
34,63,1,2,28,-71,-60,398
35,136,1,0,28,-71,18,-451
35,137,1,0,28,-71,169,-415
35,138,1,0,28,-71,310,-308
35,139,1,0,28,-71,394,-171
35,140,1,0,28,-71,422,10
35,141,1,0,28,-71,388,171
35,142,1,0,28,-71,285,326
35,143,1,0,28,-71,152,416
35,152,1,1,28,-71,102,-346
35,153,1,1,28,-71,224,-285
35,154,1,1,28,-71,325,-174
35,155,1,1,28,-71,368,-50
35,156,1,1,28,-71,354,101
35,157,1,1,28,-71,289,228
35,158,1,1,28,-71,165,339
35,159,1,1,28,-71,28,382
36,200,1,2,28,-71,26,-366
36,201,1,2,28,-71,170,-326
36,202,1,2,28,-71,272,-249
36,203,1,2,28,-71,343,-124
36,204,1,2,28,-71,364,4
36,205,1,2,28,-71,329,156
36,206,1,2,28,-71,249,277
36,207,1,2,28,-71,129,355
36,216,1,0,28,-71,307,-154
36,217,1,0,28,-71,345,-26
36,218,1,0,28,-71,326,122
36,219,1,0,28,-71,260,241
36,220,1,0,28,-71,139,331
36,221,1,0,28,-71,10,352
36,222,1,0,28,-71,-134,304
36,223,1,0,28,-71,-240,227
37,104,1,1,28,-71,170,-326
37,105,1,1,28,-71,283,-225
37,106,1,1,28,-71,348,-107
37,107,1,1,28,-71,366,38
37,108,1,1,28,-71,332,163
37,109,1,1,28,-71,240,281
37,110,1,1,28,-71,121,355
37,111,1,1,28,-71,-13,380
37,120,1,2,28,-71,360,-66
37,121,1,2,28,-71,359,60
37,122,1,2,28,-71,302,192
37,123,1,2,28,-71,209,288
37,124,1,2,28,-71,69,349
37,125,1,2,28,-71,-63,346
37,126,1,2,28,-71,-196,274
37,127,1,2,28,-71,-285,174
38,264,1,0,28,-71,308,-170
38,265,1,0,28,-71,351,-31
38,266,1,0,28,-71,336,101
38,267,1,0,28,-71,264,234
38,268,1,0,28,-71,166,319
38,269,1,0,28,-71,33,352
38,270,1,0,28,-71,-88,326
38,271,1,0,28,-71,-212,253
38,280,1,1,28,-71,-145,-416
38,281,1,1,28,-71,24,-437
38,282,1,1,28,-71,176,-398
38,283,1,1,28,-71,318,-297
38,284,1,1,28,-71,403,-170
38,285,1,1,28,-71,436,1
38,286,1,1,28,-71,412,157
38,287,1,1,28,-71,323,309
39,232,1,2,28,-71,-124,-438
39,233,1,2,28,-71,31,-446
39,234,1,2,28,-71,205,-378
39,235,1,2,28,-71,334,-264
39,236,1,2,28,-71,417,-93
39,237,1,2,28,-71,427,70
39,238,1,2,28,-71,366,237
39,239,1,2,28,-71,258,352
39,248,1,0,28,-71,49,-367
39,249,1,0,28,-71,181,-328
39,250,1,0,28,-71,292,-234
39,251,1,0,28,-71,348,-120
39,252,1,0,28,-71,358,29
39,253,1,0,28,-71,321,162
39,254,1,0,28,-71,228,292
39,255,1,0,28,-71,110,363
40,168,1,1,28,-71,346,-89
40,169,1,1,28,-71,358,54
40,170,1,1,28,-71,317,174
40,171,1,1,28,-71,221,282
40,172,1,1,28,-71,107,341
40,173,1,1,28,-71,-30,346
40,174,1,1,28,-71,-148,295
40,175,1,1,28,-71,-259,203
40,184,1,2,28,-71,-72,-434
40,185,1,2,28,-71,108,-421
40,186,1,2,28,-71,252,-356
40,187,1,2,28,-71,367,-235
40,188,1,2,28,-71,419,-97
40,189,1,2,28,-71,414,74
40,190,1,2,28,-71,356,221
40,191,1,2,28,-71,237,354
61,296,1,2,28,-71,-74,-357
61,297,1,2,28,-71,75,-361
61,298,1,2,28,-71,199,-314
61,299,1,2,28,-71,304,-208
61,300,1,2,28,-71,358,-83
61,301,1,2,28,-71,364,75
61,302,1,2,28,-71,318,212
61,303,1,2,28,-71,223,319
61,312,1,0,28,-71,262,-254
61,313,1,0,28,-71,342,-156
61,314,1,0,28,-71,377,-21
61,315,1,0,28,-71,349,111
61,316,1,0,28,-71,257,243
61,317,1,0,28,-71,139,320
61,318,1,0,28,-71,-11,340
61,319,1,0,28,-71,-135,312
