pkt,sample_idx,ant_array,ant_num,channel,rssi,i,q
5,72,1,0,4,-73,137,237
5,73,1,0,4,-73,33,265
5,74,1,0,4,-73,-78,256
5,75,1,0,4,-73,-167,216
5,76,1,0,4,-73,-238,139
5,77,1,0,4,-73,-265,51
5,78,1,0,4,-73,-252,-56
5,79,1,0,4,-73,-208,-154
5,88,1,1,4,-73,253,-23
5,89,1,1,4,-73,243,65
5,90,1,1,4,-73,199,154
5,91,1,1,4,-73,138,213
5,92,1,1,4,-73,46,247
5,93,1,1,4,-73,-61,243
5,94,1,1,4,-73,-155,204
5,95,1,1,4,-73,-234,123
6,40,1,2,4,-73,242,34
6,41,1,2,4,-73,204,129
6,42,1,2,4,-73,129,215
6,43,1,2,4,-73,37,263
6,44,1,2,4,-73,-48,263
6,45,1,2,4,-73,-139,223
6,46,1,2,4,-73,-206,162
6,47,1,2,4,-73,-253,73
6,56,1,0,4,-73,147,240
6,57,1,0,4,-73,42,276
6,58,1,0,4,-73,-57,269
6,59,1,0,4,-73,-157,223
6,60,1,0,4,-73,-230,147
6,61,1,0,4,-73,-266,62
6,62,1,0,4,-73,-269,-41
6,63,1,0,4,-73,-236,-131
7,104,1,1,4,-73,202,178
7,105,1,1,4,-73,118,241
7,106,1,1,4,-73,27,265
7,107,1,1,4,-73,-80,253
7,108,1,1,4,-73,-167,208
7,109,1,1,4,-73,-242,126
7,110,1,1,4,-73,-278,21
7,111,1,1,4,-73,-271,-81
7,120,1,2,4,-73,187,182
7,121,1,2,4,-73,98,244
7,122,1,2,4,-73,4,268
7,123,1,2,4,-73,-104,256
7,124,1,2,4,-73,-198,203
7,125,1,2,4,-73,-251,122
7,126,1,2,4,-73,-268,10
7,127,1,2,4,-73,-248,-91
8,136,1,0,4,-73,225,-114
8,137,1,0,4,-73,249,-29
8,138,1,0,4,-73,247,69
8,139,1,0,4,-73,215,146
8,140,1,0,4,-73,148,211
8,141,1,0,4,-73,61,243
8,142,1,0,4,-73,-54,243
8,143,1,0,4,-73,-157,200
8,152,1,1,4,-73,260,99
8,153,1,1,4,-73,210,186
8,154,1,1,4,-73,126,255
8,155,1,1,4,-73,24,279
8,156,1,1,4,-73,-69,266
8,157,1,1,4,-73,-162,213
8,158,1,1,4,-73,-225,141
8,159,1,1,4,-73,-259,35
9,328,1,2,4,-73,-42,-239
