pkt,sample_idx,ant_array,ant_num,channel,rssi,i,q
0,40,1,0,9,-75,-28,-480
0,41,1,0,9,-75,126,-461
0,42,1,0,9,-75,284,-380
0,43,1,0,9,-75,405,-238
0,44,1,0,9,-75,462,-75
0,45,1,0,9,-75,456,126
0,46,1,0,9,-75,381,293
0,47,1,0,9,-75,235,425
0,56,1,1,9,-75,38,-200
0,57,1,1,9,-75,111,-172
0,58,1,1,9,-75,168,-118
0,59,1,1,9,-75,196,-54
0,60,1,1,9,-75,201,25
0,61,1,1,9,-75,180,96
0,62,1,1,9,-75,125,167
0,63,1,1,9,-75,53,207
1,264,1,2,9,-75,-164,135
1,265,1,2,9,-75,-201,69
1,266,1,2,9,-75,-214,-16
1,267,1,2,9,-75,-196,-99
1,268,1,2,9,-75,-151,-158
1,269,1,2,9,-75,-67,-196
1,270,1,2,9,-75,27,-200
1,271,1,2,9,-75,112,-180
1,280,1,0,9,-75,342,-352
1,281,1,0,9,-75,443,-207
1,282,1,0,9,-75,478,-31
1,283,1,0,9,-75,452,133
1,284,1,0,9,-75,361,300
1,285,1,0,9,-75,230,412
1,286,1,0,9,-75,48,475
1,287,1,0,9,-75,-140,462
2,360,1,1,9,-75,197,79
2,361,1,1,9,-75,160,140
2,362,1,1,9,-75,98,188
2,363,1,1,9,-75,22,213
2,364,1,1,9,-75,-50,208
2,365,1,1,9,-75,-131,164
2,366,1,1,9,-75,-189,92
2,367,1,1,9,-75,-219,11
2,376,1,2,9,-75,-489,-61
2,377,1,2,9,-75,-422,-231
2,378,1,2,9,-75,-293,-368
2,379,1,2,9,-75,-144,-446
2,380,1,2,9,-75,41,-473
2,381,1,2,9,-75,203,-429
2,382,1,2,9,-75,363,-312
2,383,1,2,9,-75,461,-146
3,232,1,0,9,-75,442,203
3,233,1,0,9,-75,348,335
3,234,1,0,9,-75,198,441
3,235,1,0,9,-75,25,483
3,236,1,0,9,-75,-132,464
3,237,1,0,9,-75,-294,371
3,238,1,0,9,-75,-409,235
3,239,1,0,9,-75,-474,48
3,248,1,1,9,-75,181,94
3,249,1,1,9,-75,130,155
3,250,1,1,9,-75,62,191
3,251,1,1,9,-75,-5,201
3,252,1,1,9,-75,-80,184
3,253,1,1,9,-75,-144,144
3,254,1,1,9,-75,-199,68
3,255,1,1,9,-75,-214,-17
